osmid,y,x,street_count,highway,ref,geometry
170346240,54.8959489,23.8946584,4,,,POINT (23.8946584 54.8959489)
170346244,54.8955708,23.8969719,4,,,POINT (23.8969719 54.8955708)
170346246,54.8945409,23.9011663,2,,,POINT (23.9011663 54.8945409)
170349503,54.8963985,23.885767,3,,,POINT (23.885767 54.8963985)
170350420,54.8955074,23.8823459,1,,,POINT (23.8823459 54.8955074)
170353745,54.8946717,23.88597,1,,,POINT (23.88597 54.8946717)
170355966,54.8953636,23.8864834,3,,,POINT (23.8864834 54.8953636)
170360697,54.89502,23.884619,3,,,POINT (23.884619 54.89502)
170361240,54.8952393,23.886388,3,,,POINT (23.886388 54.8952393)
170361398,54.8955671,23.8850905,3,,,POINT (23.8850905 54.8955671)
170361715,54.8957789,23.8852684,3,,,POINT (23.8852684 54.8957789)
170361797,54.8961472,23.8839865,4,,,POINT (23.8839865 54.8961472)
170362080,54.8963113,23.8832401,3,,,POINT (23.8832401 54.8963113)
170362081,54.8966206,23.8811861,1,,,POINT (23.8811861 54.8966206)
170376377,54.8938162,23.9171613,3,traffic_signals,,POINT (23.9171613 54.8938162)
170376762,54.8935663,23.9250225,3,,,POINT (23.9250225 54.8935663)
172957144,54.8924798,23.8720912,4,,,POINT (23.8720912 54.8924798)
172983010,54.9246676,23.9433305,4,,,POINT (23.9433305 54.9246676)
181323783,54.9037304,23.9232703,4,,,POINT (23.9232703 54.9037304)
181323784,54.9032643,23.9239144,3,,,POINT (23.9239144 54.9032643)
181323786,54.9027367,23.9256489,3,,,POINT (23.9256489 54.9027367)
181323787,54.9024386,23.9277046,3,,,POINT (23.9277046 54.9024386)
181323789,54.9042236,23.9357164,3,,,POINT (23.9357164 54.9042236)
181323871,54.9045291,23.9222004,4,,,POINT (23.9222004 54.9045291)
181323898,54.9076804,23.909951,3,,,POINT (23.909951 54.9076804)
181323900,54.9029273,23.917786,3,,,POINT (23.917786 54.9029273)
181323917,54.9023236,23.918755,3,,,POINT (23.918755 54.9023236)
181323955,54.9040411,23.9159479,4,traffic_signals,,POINT (23.9159479 54.9040411)
181323971,54.9051165,23.9272164,3,,,POINT (23.9272164 54.9051165)
181323993,54.9054367,23.9227342,1,,,POINT (23.9227342 54.9054367)
181323994,54.9089948,23.9320698,3,,,POINT (23.9320698 54.9089948)
181324141,54.9078468,23.9180392,4,,,POINT (23.9180392 54.9078468)
181324142,54.9090344,23.9166612,3,,,POINT (23.9166612 54.9090344)
181324143,54.9105965,23.9126449,1,,,POINT (23.9126449 54.9105965)
181324157,54.9067955,23.919196,3,,,POINT (23.919196 54.9067955)
181324167,54.9082142,23.922872,4,,,POINT (23.922872 54.9082142)
181324168,54.9113833,23.9303068,3,,,POINT (23.9303068 54.9113833)
181324171,54.915364,23.9325333,3,,,POINT (23.9325333 54.915364)
181324175,54.9223593,23.9243294,4,,,POINT (23.9243294 54.9223593)
181324221,54.919782,23.9319551,4,,,POINT (23.9319551 54.919782)
181324222,54.9231422,23.9337111,4,,,POINT (23.9337111 54.9231422)
181324234,54.9305927,23.9341841,4,,,POINT (23.9341841 54.9305927)
181324316,54.9220186,23.9414048,3,,,POINT (23.9414048 54.9220186)
181324350,54.9213778,23.9458687,1,,,POINT (23.9458687 54.9213778)
181324406,54.9170195,23.9472279,3,,,POINT (23.9472279 54.9170195)
181324425,54.9221872,23.9332134,3,,,POINT (23.9332134 54.9221872)
181324430,54.9182993,23.9455511,3,,,POINT (23.9455511 54.9182993)
181324491,54.9214598,23.9526281,1,,,POINT (23.9526281 54.9214598)
181324580,54.9268306,23.9689174,3,,,POINT (23.9689174 54.9268306)
181324585,54.9225812,23.9595083,3,,,POINT (23.9595083 54.9225812)
181324588,54.9294622,23.9602121,1,turning_circle,,POINT (23.9602121 54.9294622)
181324664,54.9255245,23.9660358,3,,,POINT (23.9660358 54.9255245)
181324670,54.9240826,23.9657907,1,,,POINT (23.9657907 54.9240826)
181324716,54.9212772,23.9670105,3,,,POINT (23.9670105 54.9212772)
181324754,54.9214579,23.9717311,1,,,POINT (23.9717311 54.9214579)
181324943,54.9208079,23.9463277,1,,,POINT (23.9463277 54.9208079)
181324944,54.9181301,23.9403406,3,,,POINT (23.9403406 54.9181301)
181324945,54.9167289,23.9372196,3,,,POINT (23.9372196 54.9167289)
181324946,54.9140883,23.9407798,3,traffic_signals,,POINT (23.9407798 54.9140883)
181324969,54.9179733,23.9310166,3,,,POINT (23.9310166 54.9179733)
181325293,54.9131799,23.9387785,3,traffic_signals,,POINT (23.9387785 54.9131799)
181325395,54.9185204,23.9287055,3,,,POINT (23.9287055 54.9185204)
181325603,54.9428422,23.8786336,3,,,POINT (23.8786336 54.9428422)
181325604,54.942187,23.8781185,3,,,POINT (23.8781185 54.942187)
181325605,54.9408519,23.8772759,3,,,POINT (23.8772759 54.9408519)
181325949,54.9133886,23.9385205,3,,,POINT (23.9385205 54.9133886)
181325981,54.9142922,23.9323299,4,,,POINT (23.9323299 54.9142922)
181325984,54.9146498,23.9266339,3,,,POINT (23.9266339 54.9146498)
181326091,54.9101941,23.9321613,3,,,POINT (23.9321613 54.9101941)
181326096,54.9110147,23.9340084,3,,,POINT (23.9340084 54.9110147)
181326098,54.9093236,23.9417716,4,,,POINT (23.9417716 54.9093236)
181326235,54.9020425,23.9094695,1,,,POINT (23.9094695 54.9020425)
181326292,54.9039441,23.9063103,3,,,POINT (23.9063103 54.9039441)
181326293,54.9043,23.9054517,3,,,POINT (23.9054517 54.9043)
181326294,54.9039592,23.9046074,3,,,POINT (23.9046074 54.9039592)
181326295,54.9037093,23.9038666,3,,,POINT (23.9038666 54.9037093)
181326303,54.90407,23.912421,3,,,POINT (23.912421 54.90407)
181326304,54.9039724,23.9112406,3,,,POINT (23.9112406 54.9039724)
181326305,54.9043819,23.9087864,1,,,POINT (23.9087864 54.9043819)
181326320,54.9004496,23.929806,3,,,POINT (23.929806 54.9004496)
181326324,54.9011088,23.9283957,3,,,POINT (23.9283957 54.9011088)
181326325,54.9012595,23.9295114,4,,,POINT (23.9295114 54.9012595)
195135983,54.8697721,23.9938362,3,,,POINT (23.9938362 54.8697721)
195135985,54.86632,23.9991818,3,,,POINT (23.9991818 54.86632)
243987811,54.9302526,23.8675261,3,,,POINT (23.8675261 54.9302526)
246643524,54.9464706,23.9123386,3,,,POINT (23.9123386 54.9464706)
246643870,54.9461741,23.8834025,3,,,POINT (23.8834025 54.9461741)
246643872,54.9470414,23.8847973,3,,,POINT (23.8847973 54.9470414)
246643873,54.9451553,23.8904588,4,,,POINT (23.8904588 54.9451553)
246643875,54.9409505,23.9056819,3,,,POINT (23.9056819 54.9409505)
246643887,54.9463242,23.9096681,3,,,POINT (23.9096681 54.9463242)
246644130,54.9470346,23.9060739,4,,,POINT (23.9060739 54.9470346)
246644131,54.9513077,23.9090293,3,,,POINT (23.9090293 54.9513077)
246644343,54.9387236,23.8582899,4,,,POINT (23.8582899 54.9387236)
246644376,54.9360162,23.830126,3,,,POINT (23.830126 54.9360162)
248916258,54.8991917,23.9098637,4,crossing,,POINT (23.9098637 54.8991917)
249376439,54.9147816,23.9205803,3,,,POINT (23.9205803 54.9147816)
249377200,54.916026,23.920755,3,,,POINT (23.920755 54.916026)
253159174,54.9123942,23.9541614,3,,,POINT (23.9541614 54.9123942)
256577657,54.9114352,23.9778605,3,,,POINT (23.9778605 54.9114352)
256578665,54.9278888,23.9986686,3,,,POINT (23.9986686 54.9278888)
256579284,54.9338591,23.9755093,3,motorway_junction,,POINT (23.9755093 54.9338591)
256579967,54.9306038,23.9873036,3,,,POINT (23.9873036 54.9306038)
257918619,54.9351559,23.9472332,3,,,POINT (23.9472332 54.9351559)
262800535,54.8964471,23.8999273,3,,,POINT (23.8999273 54.8964471)
262800536,54.8951293,23.8987808,4,,,POINT (23.8987808 54.8951293)
262807945,54.8954568,23.903528,3,,,POINT (23.903528 54.8954568)
264251836,54.9038507,23.942186,3,,,POINT (23.942186 54.9038507)
264251838,54.904615,23.940332,3,,,POINT (23.940332 54.904615)
264251839,54.9058215,23.9463956,3,,,POINT (23.9463956 54.9058215)
264251861,54.905236,23.9319128,3,,,POINT (23.9319128 54.905236)
264251864,54.9052429,23.9377821,3,,,POINT (23.9377821 54.9052429)
264251865,54.9073924,23.9365315,3,,,POINT (23.9365315 54.9073924)
264251866,54.9045978,23.9460027,3,,,POINT (23.9460027 54.9045978)
264251867,54.9036168,23.9465832,3,,,POINT (23.9465832 54.9036168)
264251869,54.9040955,23.9463,3,,,POINT (23.9463 54.9040955)
264252025,54.9026018,23.935754,3,,,POINT (23.935754 54.9026018)
264252026,54.9017333,23.9312807,3,,,POINT (23.9312807 54.9017333)
269938464,54.9265396,23.8906229,3,,,POINT (23.8906229 54.9265396)
269938484,54.9289582,23.8882639,3,,,POINT (23.8882639 54.9289582)
269938504,54.9289788,23.8886497,3,motorway_junction,,POINT (23.8886497 54.9289788)
271277967,54.9110944,23.9560426,4,,,POINT (23.9560426 54.9110944)
274223775,54.9103244,23.9559121,3,,,POINT (23.9559121 54.9103244)
274223833,54.9096585,23.95577,4,,,POINT (23.95577 54.9096585)
274224054,54.9075187,23.9583479,3,,,POINT (23.9583479 54.9075187)
274224123,54.9071958,23.9629631,3,,,POINT (23.9629631 54.9071958)
274224367,54.9073445,23.9634226,3,,,POINT (23.9634226 54.9073445)
274224368,54.9060745,23.9637512,3,,,POINT (23.9637512 54.9060745)
274224378,54.9042911,23.9625423,3,,,POINT (23.9625423 54.9042911)
274224505,54.9057881,23.9608728,3,,,POINT (23.9608728 54.9057881)
274224506,54.9060448,23.9661484,3,,,POINT (23.9661484 54.9060448)
274293984,54.9273322,23.9700406,3,,,POINT (23.9700406 54.9273322)
274294194,54.8975803,23.925787,3,,,POINT (23.925787 54.8975803)
275600840,54.9388393,23.8847758,3,,,POINT (23.8847758 54.9388393)
277413825,54.9286116,24.0003577,1,,,POINT (24.0003577 54.9286116)
277413895,54.9188428,23.9940229,3,,,POINT (23.9940229 54.9188428)
277415265,54.9189975,23.9702371,3,,,POINT (23.9702371 54.9189975)
277415294,54.9186002,23.9705493,3,,,POINT (23.9705493 54.9186002)
277415324,54.9186382,23.9707379,3,,,POINT (23.9707379 54.9186382)
277415325,54.9187636,23.9710277,3,,,POINT (23.9710277 54.9187636)
277415326,54.918847,23.9711248,3,,,POINT (23.9711248 54.918847)
277415328,54.9191805,23.970737,3,,,POINT (23.970737 54.9191805)
277415440,54.9194788,23.9719132,3,,,POINT (23.9719132 54.9194788)
281025364,54.9384403,23.8839787,3,,,POINT (23.8839787 54.9384403)
281025613,54.9393085,23.8833871,3,,,POINT (23.8833871 54.9393085)
281029239,54.942742,23.8797876,3,,,POINT (23.8797876 54.942742)
281029847,54.9387802,23.8879593,3,motorway_junction,,POINT (23.8879593 54.9387802)
281030575,54.9387062,23.8823788,3,,,POINT (23.8823788 54.9387062)
281030636,54.9382768,23.8814498,3,,,POINT (23.8814498 54.9382768)
282097845,54.9405877,23.8826586,3,,,POINT (23.8826586 54.9405877)
287909111,54.9048122,23.9787928,3,,,POINT (23.9787928 54.9048122)
287909254,54.9047935,23.9787047,3,,,POINT (23.9787047 54.9047935)
287909255,54.9045757,23.9784154,3,,,POINT (23.9784154 54.9045757)
287911354,54.9127206,23.975856,3,,,POINT (23.975856 54.9127206)
287911355,54.9126353,23.9758657,3,,,POINT (23.9758657 54.9126353)
287912915,54.9162797,23.8357715,3,,,POINT (23.8357715 54.9162797)
287914012,54.9146169,23.8345032,3,,,POINT (23.8345032 54.9146169)
287914017,54.9134184,23.833664,3,motorway_junction,A5,POINT (23.833664 54.9134184)
288081108,54.885611,23.9260212,3,,,POINT (23.9260212 54.885611)
290326745,54.9078338,23.8844473,4,,,POINT (23.8844473 54.9078338)
290326748,54.9230019,23.9013132,3,,,POINT (23.9013132 54.9230019)
290326983,54.915745,23.8933083,3,,,POINT (23.8933083 54.915745)
290327041,54.9288014,23.9069666,3,,,POINT (23.9069666 54.9288014)
290327050,54.9159456,23.8883717,3,,,POINT (23.8883717 54.9159456)
290327129,54.9063265,23.8892532,3,,,POINT (23.8892532 54.9063265)
290327435,54.9265558,23.8950682,3,,,POINT (23.8950682 54.9265558)
292021099,54.8537476,24.0162437,3,,,POINT (24.0162437 54.8537476)
292021111,54.8494249,24.0128394,3,,,POINT (24.0128394 54.8494249)
292199332,54.9120888,23.9705142,3,,,POINT (23.9705142 54.9120888)
292199521,54.9158753,23.9551253,3,,,POINT (23.9551253 54.9158753)
292199670,54.9146015,23.956764,3,,,POINT (23.956764 54.9146015)
292199673,54.9153309,23.9561505,3,,,POINT (23.9561505 54.9153309)
292199676,54.9141748,23.9562189,3,,,POINT (23.9562189 54.9141748)
292199677,54.9141992,23.9567158,3,,,POINT (23.9567158 54.9141992)
292199757,54.9151331,23.9564777,3,,,POINT (23.9564777 54.9151331)
292201970,54.9142681,23.9514419,1,,,POINT (23.9514419 54.9142681)
292201972,54.9162734,23.9482784,1,,,POINT (23.9482784 54.9162734)
292201998,54.9171807,23.9533449,4,traffic_signals,,POINT (23.9533449 54.9171807)
