osmid,y,x,street_count,highway,ref,geometry
409750522,54.9200467,24.0549237,3,,,POINT (24.0549237 54.9200467)
409750563,54.9209875,24.0596665,3,,,POINT (24.0596665 54.9209875)
409750564,54.9199535,24.0609228,3,,,POINT (24.0609228 54.9199535)
409751854,54.9201589,24.0825606,3,,,POINT (24.0825606 54.9201589)
409754486,54.9304952,23.8866913,3,,,POINT (23.8866913 54.9304952)
409754488,54.9300781,23.8939646,4,,,POINT (23.8939646 54.9300781)
409754498,54.9148979,23.9076728,3,traffic_signals,,POINT (23.9076728 54.9148979)
409754499,54.9168363,23.9078414,3,,,POINT (23.9078414 54.9168363)
409754515,54.9205562,23.8662826,3,,,POINT (23.8662826 54.9205562)
409755076,54.9345179,23.8839848,3,motorway_junction,,POINT (23.8839848 54.9345179)
409755189,54.9336141,23.8846889,3,,,POINT (23.8846889 54.9336141)
409755224,54.9344937,23.8833883,3,,,POINT (23.8833883 54.9344937)
409755233,54.9339497,23.8847802,3,,,POINT (23.8847802 54.9339497)
409755234,54.9346373,23.8847661,3,,,POINT (23.8847661 54.9346373)
409755235,54.9356956,23.8841633,3,,,POINT (23.8841633 54.9356956)
409755240,54.9345469,23.8843175,3,,,POINT (23.8843175 54.9345469)
409755248,54.9355631,23.8826266,3,,,POINT (23.8826266 54.9355631)
409757736,54.9165521,23.8619607,3,,,POINT (23.8619607 54.9165521)
409757750,54.9160207,23.8618918,3,,,POINT (23.8618918 54.9160207)
409758074,54.9154475,23.862054,4,,,POINT (23.862054 54.9154475)
409759214,54.9226549,23.8691959,4,,,POINT (23.8691959 54.9226549)
409759253,54.9230849,23.8698931,3,,,POINT (23.8698931 54.9230849)
409759258,54.9227648,23.8705202,4,,,POINT (23.8705202 54.9227648)
409759363,54.9173358,23.873059,3,,,POINT (23.873059 54.9173358)
409759693,54.9189857,23.8735648,3,,,POINT (23.8735648 54.9189857)
409759696,54.9193103,23.8748402,3,,,POINT (23.8748402 54.9193103)
409759963,54.9196185,23.8732241,3,,,POINT (23.8732241 54.9196185)
409760027,54.9207475,23.8720711,3,,,POINT (23.8720711 54.9207475)
409760142,54.9158897,23.8629517,3,,,POINT (23.8629517 54.9158897)
410616025,54.932926,23.9094716,4,,,POINT (23.9094716 54.932926)
410616026,54.9323605,23.9099158,3,,,POINT (23.9099158 54.9323605)
410616168,54.9372176,23.9035582,3,,,POINT (23.9035582 54.9372176)
410616341,54.938553,23.9111925,3,,,POINT (23.9111925 54.938553)
410622831,54.9332773,23.8736915,3,,,POINT (23.8736915 54.9332773)
411362050,54.9280186,23.7927807,3,,,POINT (23.7927807 54.9280186)
417436373,54.8401581,23.9474661,4,,,POINT (23.9474661 54.8401581)
417437317,54.8431337,23.941351,3,,,POINT (23.941351 54.8431337)
417437318,54.8441212,23.9493319,4,,,POINT (23.9493319 54.8441212)
417439620,54.8434443,23.9529319,3,,,POINT (23.9529319 54.8434443)
417445351,54.8501407,23.9485993,3,,,POINT (23.9485993 54.8501407)
417448373,54.8458922,23.9454167,1,,,POINT (23.9454167 54.8458922)
417448376,54.850703,23.9434908,3,,,POINT (23.9434908 54.850703)
417448378,54.8538288,23.9422682,3,,,POINT (23.9422682 54.8538288)
417448380,54.8543941,23.9399781,1,,,POINT (23.9399781 54.8543941)
417451481,54.8534235,23.942724,3,,,POINT (23.942724 54.8534235)
417451652,54.8526138,23.9461006,3,,,POINT (23.9461006 54.8526138)
417451723,54.8524118,23.9432116,3,,,POINT (23.9432116 54.8524118)
417454991,54.84223,23.9414756,3,,,POINT (23.9414756 54.84223)
417455420,54.8428255,23.9467816,3,,,POINT (23.9467816 54.8428255)
417456496,54.8401536,23.9418532,3,,,POINT (23.9418532 54.8401536)
417456847,54.840854,23.939594,3,,,POINT (23.939594 54.840854)
417457541,54.8427969,23.9398133,3,,,POINT (23.9398133 54.8427969)
417458056,54.8428611,23.9413764,3,,,POINT (23.9413764 54.8428611)
417459235,54.8450256,23.9393103,4,,,POINT (23.9393103 54.8450256)
417459748,54.8458108,23.9404182,3,,,POINT (23.9404182 54.8458108)
417460218,54.8445931,23.9460335,3,,,POINT (23.9460335 54.8445931)
417460598,54.844059,23.940158,3,,,POINT (23.940158 54.844059)
417462555,54.8425517,23.9491073,4,,,POINT (23.9491073 54.8425517)
417466370,54.8327783,23.9469908,4,,,POINT (23.9469908 54.8327783)
417466884,54.8345141,23.9509217,3,,,POINT (23.9509217 54.8345141)
417467213,54.8371764,23.9505295,3,,,POINT (23.9505295 54.8371764)
417467221,54.8397471,23.9491847,3,,,POINT (23.9491847 54.8397471)
417484050,54.835533,23.9540769,3,,,POINT (23.9540769 54.835533)
417484054,54.8338879,23.9497639,3,,,POINT (23.9497639 54.8338879)
417487400,54.8391985,23.9476487,4,,,POINT (23.9476487 54.8391985)
417487435,54.8346491,23.9412347,3,,,POINT (23.9412347 54.8346491)
417487439,54.8342587,23.9412393,4,,,POINT (23.9412393 54.8342587)
417489191,54.834436,23.9368544,1,,,POINT (23.9368544 54.834436)
417489208,54.8341784,23.946611,3,,,POINT (23.946611 54.8341784)
417490955,54.8368225,23.9428798,1,,,POINT (23.9428798 54.8368225)
417490962,54.8358847,23.9451474,3,,,POINT (23.9451474 54.8358847)
417492988,54.8367121,23.9480041,3,,,POINT (23.9480041 54.8367121)
417493696,54.8349899,23.9444042,3,,,POINT (23.9444042 54.8349899)
417493702,54.8325418,23.9452252,3,,,POINT (23.9452252 54.8325418)
417494563,54.8353033,23.9423467,3,,,POINT (23.9423467 54.8353033)
417495576,54.838381,23.9538878,4,,,POINT (23.9538878 54.838381)
417495586,54.8359458,23.9555295,3,,,POINT (23.9555295 54.8359458)
417982533,54.9323533,23.8856584,3,,,POINT (23.8856584 54.9323533)
417982573,54.9318609,23.8969233,3,,,POINT (23.8969233 54.9318609)
417982626,54.9339556,23.904834,3,,,POINT (23.904834 54.9339556)
417983774,54.9305206,23.8929407,3,,,POINT (23.8929407 54.9305206)
417983898,54.9302203,23.8930683,3,,,POINT (23.8930683 54.9302203)
419563180,54.9226548,23.8385173,3,,,POINT (23.8385173 54.9226548)
419563587,54.9261146,23.8254016,3,,,POINT (23.8254016 54.9261146)
419563982,54.9302664,23.8194647,3,,,POINT (23.8194647 54.9302664)
419564353,54.9317711,23.8212944,3,,,POINT (23.8212944 54.9317711)
419564354,54.931767,23.825382,3,,,POINT (23.825382 54.931767)
419564572,54.9337309,23.8207591,4,,,POINT (23.8207591 54.9337309)
419564573,54.9352041,23.8201253,3,,,POINT (23.8201253 54.9352041)
419564932,54.9353422,23.8177928,3,,,POINT (23.8177928 54.9353422)
419584796,54.9288435,23.9280991,4,,,POINT (23.9280991 54.9288435)
419584812,54.9307226,23.9340945,3,,,POINT (23.9340945 54.9307226)
419586805,54.9069166,23.9023331,3,,,POINT (23.9023331 54.9069166)
419586814,54.9162081,23.9121598,3,,,POINT (23.9121598 54.9162081)
419586831,54.9128535,23.9108601,3,,,POINT (23.9108601 54.9128535)
419586835,54.9357296,23.91883,4,,,POINT (23.91883 54.9357296)
419586925,54.9021281,23.894724,3,,,POINT (23.894724 54.9021281)
420041214,54.9247128,23.8297095,3,,,POINT (23.8297095 54.9247128)
420041234,54.9200774,23.8269199,3,,,POINT (23.8269199 54.9200774)
420041269,54.923814,23.8241199,1,,,POINT (23.8241199 54.923814)
420041285,54.9248342,23.8166494,1,,,POINT (23.8166494 54.9248342)
420041351,54.9208567,23.8099134,3,,,POINT (23.8099134 54.9208567)
420041567,54.9216446,23.807251,3,,,POINT (23.807251 54.9216446)
420041589,54.9221724,23.8073083,1,,,POINT (23.8073083 54.9221724)
420042100,54.9223459,23.8062049,3,,,POINT (23.8062049 54.9223459)
420042283,54.9223566,23.8102258,3,,,POINT (23.8102258 54.9223566)
420042407,54.9223965,23.8072328,1,,,POINT (23.8072328 54.9223965)
420042608,54.9218537,23.803512,1,,,POINT (23.803512 54.9218537)
420042736,54.9217545,23.8021166,1,,,POINT (23.8021166 54.9217545)
420044121,54.9207463,23.8133177,3,,,POINT (23.8133177 54.9207463)
421534273,54.9266224,23.9744142,4,traffic_signals,,POINT (23.9744142 54.9266224)
421538964,54.9237826,23.9783196,3,,,POINT (23.9783196 54.9237826)
421538968,54.9226681,23.9801647,3,,,POINT (23.9801647 54.9226681)
421539974,54.9226756,23.979364,3,,,POINT (23.979364 54.9226756)
421539979,54.9230112,23.9789097,3,,,POINT (23.9789097 54.9230112)
421540269,54.9234346,23.9791481,3,,,POINT (23.9791481 54.9234346)
421540516,54.9232758,23.9787277,3,,,POINT (23.9787277 54.9232758)
421540584,54.9225005,23.9797622,3,,,POINT (23.9797622 54.9225005)
421544721,54.9301405,23.9762608,3,motorway_junction,,POINT (23.9762608 54.9301405)
422946556,54.8954006,23.9211693,4,crossing,,POINT (23.9211693 54.8954006)
422947935,54.8958617,23.9094192,4,crossing,,POINT (23.9094192 54.8958617)
422960932,54.8667638,23.8746746,3,,,POINT (23.8746746 54.8667638)
422960934,54.8647163,23.8722693,3,,,POINT (23.8722693 54.8647163)
422960936,54.8613268,23.8806076,3,,,POINT (23.8806076 54.8613268)
425791833,54.843778,23.9464472,4,,,POINT (23.9464472 54.843778)
425791835,54.8440643,23.9517321,4,,,POINT (23.9517321 54.8440643)
425791839,54.8363277,23.9435161,3,,,POINT (23.9435161 54.8363277)
425791841,54.8340071,23.9446713,4,,,POINT (23.9446713 54.8340071)
427615803,54.9157566,24.0608423,3,,,POINT (24.0608423 54.9157566)
427666307,54.8726787,23.972282,3,,,POINT (23.972282 54.8726787)
427666308,54.870164,23.9714851,3,,,POINT (23.9714851 54.870164)
427666313,54.8684725,23.9730917,3,,,POINT (23.9730917 54.8684725)
427666315,54.869328,23.9734371,1,,,POINT (23.9734371 54.869328)
427666316,54.8694494,23.973504,1,,,POINT (23.973504 54.8694494)
427666319,54.8714014,23.9747102,3,,,POINT (23.9747102 54.8714014)
428039459,54.9308796,23.8877064,4,,,POINT (23.8877064 54.9308796)
428758081,54.9074071,23.920786,4,,,POINT (23.920786 54.9074071)
428758082,54.9065288,23.9256278,4,,,POINT (23.9256278 54.9065288)
428758085,54.9059858,23.9262152,4,,,POINT (23.9262152 54.9059858)
429260498,54.9134547,23.9563643,3,,,POINT (23.9563643 54.9134547)
429260501,54.9125177,23.9563139,4,,,POINT (23.9563139 54.9125177)
429261562,54.9030463,23.9313947,4,traffic_signals,,POINT (23.9313947 54.9030463)
429261565,54.9015383,23.9358491,3,,,POINT (23.9358491 54.9015383)
429320542,54.9196706,23.9437784,4,,,POINT (23.9437784 54.9196706)
429418619,54.9185723,24.0072096,4,,,POINT (24.0072096 54.9185723)
429514996,54.8750772,23.9659804,3,,,POINT (23.9659804 54.8750772)
429634387,54.9122601,23.8448899,3,traffic_signals,,POINT (23.8448899 54.9122601)
429686346,54.9285023,23.9730942,3,,,POINT (23.9730942 54.9285023)
429686644,54.9287791,23.9727772,3,,,POINT (23.9727772 54.9287791)
429686652,54.9280202,23.9711797,3,,,POINT (23.9711797 54.9280202)
429898233,54.9035193,23.8340645,3,,,POINT (23.8340645 54.9035193)
430209670,54.8744945,23.8848674,3,,,POINT (23.8848674 54.8744945)
430231136,54.8968102,23.8890036,1,,,POINT (23.8890036 54.8968102)
430231140,54.8966033,23.8899879,1,,,POINT (23.8899879 54.8966033)
430233894,54.8985843,23.8869517,4,,,POINT (23.8869517 54.8985843)
430234185,54.8993081,23.8875325,3,,,POINT (23.8875325 54.8993081)
430237998,54.8983882,23.894824,4,,,POINT (23.894824 54.8983882)
430249899,54.8988675,23.9177774,4,crossing,,POINT (23.9177774 54.8988675)
430249911,54.8955247,23.917375,4,crossing,,POINT (23.917375 54.8955247)
430252305,54.9013742,23.9218144,3,,,POINT (23.9218144 54.9013742)
430255262,54.9054985,23.9333306,4,,,POINT (23.9333306 54.9054985)
430257996,54.9028742,23.9085869,4,,,POINT (23.9085869 54.9028742)
430262704,54.9109977,23.9641522,3,,,POINT (23.9641522 54.9109977)
430263093,54.9077764,23.9590332,3,,,POINT (23.9590332 54.9077764)
430266330,54.9214668,23.9379038,4,,,POINT (23.9379038 54.9214668)
430266332,54.9216404,23.93677,4,,,POINT (23.93677 54.9216404)
430267529,54.9171403,23.9301246,4,,,POINT (23.9301246 54.9171403)
430267530,54.9180949,23.9280618,3,,,POINT (23.9280618 54.9180949)
430270913,54.9247144,23.9671508,4,,,POINT (23.9671508 54.9247144)
430270919,54.9224887,23.9651785,4,traffic_signals,,POINT (23.9651785 54.9224887)
430270921,54.9232682,23.9669071,4,,,POINT (23.9669071 54.9232682)
430270932,54.9238896,23.9682957,4,,,POINT (23.9682957 54.9238896)
430270954,54.9220201,23.9686178,4,,,POINT (23.9686178 54.9220201)
430270956,54.9226531,23.9700029,4,,,POINT (23.9700029 54.9226531)
430270966,54.9205943,23.9705722,1,,,POINT (23.9705722 54.9205943)
430290915,54.928468,23.9598074,3,,,POINT (23.9598074 54.928468)
430705587,54.9130636,23.9733234,3,,,POINT (23.9733234 54.9130636)
430710205,54.9310286,23.9586975,3,,,POINT (23.9586975 54.9310286)
430754509,54.8823598,23.8941053,3,,,POINT (23.8941053 54.8823598)
430754875,54.8795194,23.898802,3,,,POINT (23.898802 54.8795194)
430759569,54.8983238,23.8953505,3,,,POINT (23.8953505 54.8983238)
430770808,54.9446391,23.8770143,3,,,POINT (23.8770143 54.9446391)
430771927,54.922279,23.8696265,4,,,POINT (23.8696265 54.922279)
430772936,54.9208312,23.8071991,3,,,POINT (23.8071991 54.9208312)
430774231,54.8952082,23.8831714,3,,,POINT (23.8831714 54.8952082)
430784243,54.8615297,23.8862968,4,,,POINT (23.8862968 54.8615297)
430784582,54.8672983,23.8884539,4,traffic_signals,,POINT (23.8884539 54.8672983)
431191732,54.9184184,24.0070681,3,,,POINT (24.0070681 54.9184184)
431192754,54.9187671,23.99838,4,,,POINT (23.99838 54.9187671)
431192760,54.9186008,23.9983548,4,,,POINT (23.9983548 54.9186008)
431198327,54.9004814,23.8925887,3,,,POINT (23.8925887 54.9004814)
432503950,54.9551103,23.9489414,4,,,POINT (23.9489414 54.9551103)
435159876,54.8390126,23.93481,1,,,POINT (23.93481 54.8390126)
435159899,54.838866,23.941391,3,,,POINT (23.941391 54.838866)
437271189,54.901684,23.8551852,3,traffic_signals,,POINT (23.8551852 54.901684)
437271193,54.900991,23.8544146,3,,,POINT (23.8544146 54.900991)
437273409,54.9032779,23.8407377,4,,,POINT (23.8407377 54.9032779)
441192773,54.8914211,24.00362,3,,,POINT (24.00362 54.8914211)
441252649,54.9103945,23.8391229,1,,,POINT (23.8391229 54.9103945)
441252650,54.9094523,23.8417164,3,,,POINT (23.8417164 54.9094523)
441252653,54.9079788,23.8489577,1,,,POINT (23.8489577 54.9079788)
441252658,54.9093718,23.8416236,3,,,POINT (23.8416236 54.9093718)
441252659,54.9083204,23.847029,3,,,POINT (23.847029 54.9083204)
441791076,54.9112776,23.8481975,3,,,POINT (23.8481975 54.9112776)
441791078,54.9133647,23.8487464,3,,,POINT (23.8487464 54.9133647)
441791079,54.9144491,23.8451225,3,,,POINT (23.8451225 54.9144491)
441791085,54.9147186,23.83916,4,,,POINT (23.83916 54.9147186)
441902117,54.9041832,23.888242,3,,,POINT (23.888242 54.9041832)
442006104,54.9110511,23.8672668,3,,,POINT (23.8672668 54.9110511)
442006105,54.9122316,23.8618634,3,,,POINT (23.8618634 54.9122316)
442006107,54.9091248,23.8605759,3,,,POINT (23.8605759 54.9091248)
442006108,54.9092468,23.8739327,3,,,POINT (23.8739327 54.9092468)
442006109,54.9079125,23.869441,3,,,POINT (23.869441 54.9079125)
442006113,54.9094155,23.8708249,3,,,POINT (23.8708249 54.9094155)
442009351,54.9169427,23.9209695,3,,,POINT (23.9209695 54.9169427)
442284047,54.9253514,23.9060866,3,,,POINT (23.9060866 54.9253514)
443669465,54.9277977,23.9714646,3,,,POINT (23.9714646 54.9277977)
444681214,54.9475791,23.828563,3,,,POINT (23.828563 54.9475791)
444743914,54.919132,24.0738787,3,,,POINT (24.0738787 54.919132)
445045924,54.900492,23.8991922,3,,,POINT (23.8991922 54.900492)
445049026,54.8983044,23.9244624,3,,,POINT (23.9244624 54.8983044)
445058481,54.9231525,23.9711494,1,,,POINT (23.9711494 54.9231525)
445090519,54.85303,23.9723195,3,,,POINT (23.9723195 54.85303)
445090553,54.852217,23.9732838,3,,,POINT (23.9732838 54.852217)
447541878,54.9088568,23.8158656,4,,,POINT (23.8158656 54.9088568)
447541881,54.9077504,23.8152844,1,,,POINT (23.8152844 54.9077504)
447541888,54.9091762,23.8186303,3,,,POINT (23.8186303 54.9091762)
447541889,54.9095793,23.8161975,4,,,POINT (23.8161975 54.9095793)
447541891,54.908461,23.8182895,3,,,POINT (23.8182895 54.908461)
447541894,54.9084276,23.8243837,3,,,POINT (23.8243837 54.9084276)
447541896,54.9095524,23.8251327,4,,,POINT (23.8251327 54.9095524)
449094033,54.9240701,23.9628147,4,,,POINT (23.9628147 54.9240701)
449111427,54.8985937,23.8831799,1,,,POINT (23.8831799 54.8985937)
451664697,54.9107481,23.8814491,4,,,POINT (23.8814491 54.9107481)
451664699,54.9102682,23.8795786,3,,,POINT (23.8795786 54.9102682)
451664703,54.9196174,23.8783225,3,,,POINT (23.8783225 54.9196174)
451664705,54.9164735,23.8811457,4,,,POINT (23.8811457 54.9164735)
451664710,54.9176637,23.8866662,3,,,POINT (23.8866662 54.9176637)
451664711,54.9176842,23.8884337,3,,,POINT (23.8884337 54.9176842)
451664722,54.912612,23.8893881,3,,,POINT (23.8893881 54.912612)
451664727,54.9111524,23.8928943,3,,,POINT (23.8928943 54.9111524)
451664729,54.9105222,23.8920722,3,,,POINT (23.8920722 54.9105222)
454152634,54.9120112,23.9639178,3,,,POINT (23.9639178 54.9120112)
458896992,54.917559,23.8956502,3,,,POINT (23.8956502 54.917559)
458914432,54.9380629,23.8984347,3,,,POINT (23.8984347 54.9380629)
459057238,54.9243848,24.0734756,3,,,POINT (24.0734756 54.9243848)
469249980,54.9327655,23.9101911,3,,,POINT (23.9101911 54.9327655)
469320773,54.9301514,23.991851,3,,,POINT (23.991851 54.9301514)
479076976,54.8608105,23.8660512,3,,,POINT (23.8660512 54.8608105)
479077463,54.8665567,23.8549438,3,,,POINT (23.8549438 54.8665567)
479077692,54.8599685,23.8673341,3,,,POINT (23.8673341 54.8599685)
480113476,54.8748048,23.942818,3,,,POINT (23.942818 54.8748048)
480113752,54.8758334,23.9407626,4,,,POINT (23.9407626 54.8758334)
480113754,54.8729649,23.950144,3,,,POINT (23.950144 54.8729649)
480113925,54.8733613,23.9353482,3,,,POINT (23.9353482 54.8733613)
480114067,54.8727959,23.9302102,4,,,POINT (23.9302102 54.8727959)
480114644,54.8659569,23.9368966,3,,,POINT (23.9368966 54.8659569)
480114645,54.8692095,23.9341228,3,,,POINT (23.9341228 54.8692095)
480114646,54.8725399,23.9336255,3,,,POINT (23.9336255 54.8725399)
480114692,54.86258,23.9426602,3,,,POINT (23.9426602 54.86258)
480114714,54.8731186,23.9334379,4,,,POINT (23.9334379 54.8731186)
480116404,54.9258013,23.9039901,3,,,POINT (23.9039901 54.9258013)
480116630,54.9259549,23.9041405,3,,,POINT (23.9041405 54.9259549)
480117324,54.9251796,23.9059466,3,,,POINT (23.9059466 54.9251796)
480117725,54.9204005,23.901357,3,,,POINT (23.901357 54.9204005)
480117889,54.9198437,23.8983083,3,,,POINT (23.8983083 54.9198437)
480118155,54.9194077,23.9004064,3,,,POINT (23.9004064 54.9194077)
480119299,54.9199232,23.8938908,3,,,POINT (23.8938908 54.9199232)
480119415,54.9152135,23.8965209,3,,,POINT (23.8965209 54.9152135)
480119430,54.9164731,23.8979328,3,,,POINT (23.8979328 54.9164731)
480119595,54.9163766,23.8941079,4,,,POINT (23.8941079 54.9163766)
480120427,54.9174335,23.8918984,3,,,POINT (23.8918984 54.9174335)
480120633,54.9185707,23.8933808,4,,,POINT (23.8933808 54.9185707)
480120649,54.9258997,23.9027099,1,,,POINT (23.9027099 54.9258997)
480120700,54.9250116,23.9032646,3,,,POINT (23.9032646 54.9250116)
480120715,54.9256774,23.9010282,3,,,POINT (23.9010282 54.9256774)
480121281,54.9237095,23.8990846,4,,,POINT (23.8990846 54.9237095)
480121537,54.9199968,23.8984586,3,,,POINT (23.8984586 54.9199968)
480122106,54.9221569,23.8964861,3,,,POINT (23.8964861 54.9221569)
480122174,54.9209379,23.8960364,4,,,POINT (23.8960364 54.9209379)
480124585,54.9218384,23.8971595,4,,,POINT (23.8971595 54.9218384)
480127955,54.9229698,23.8933939,3,,,POINT (23.8933939 54.9229698)
480130971,54.9277566,23.9041686,1,,,POINT (23.9041686 54.9277566)
480130981,54.9322134,23.9098092,3,,,POINT (23.9098092 54.9322134)
480131297,54.9282975,23.9046514,3,,,POINT (23.9046514 54.9282975)
480131358,54.9278608,23.9061353,3,,,POINT (23.9061353 54.9278608)
483029640,54.8821902,23.9205982,3,,,POINT (23.9205982 54.8821902)
489285147,54.9140989,23.913068,2,crossing,,POINT (23.913068 54.9140989)
489538064,54.9378466,23.8988338,3,,,POINT (23.8988338 54.9378466)
489538067,54.9378926,23.8999194,3,,,POINT (23.8999194 54.9378926)
489538072,54.9386638,23.8993362,4,,,POINT (23.8993362 54.9386638)
489538073,54.9386951,23.8991635,4,,,POINT (23.8991635 54.9386951)
490632343,54.9394009,23.887378,3,,,POINT (23.887378 54.9394009)
505801758,54.9060566,23.8877813,3,,,POINT (23.8877813 54.9060566)
506075014,54.9084301,23.8827423,3,,,POINT (23.8827423 54.9084301)
506075015,54.9079657,23.8821322,3,,,POINT (23.8821322 54.9079657)
514660146,54.9367558,23.8830787,3,,,POINT (23.8830787 54.9367558)
529809356,54.8851204,24.0218896,1,,,POINT (24.0218896 54.8851204)
529809710,54.8762903,24.0189725,3,,,POINT (24.0189725 54.8762903)
555180996,54.8962572,23.9564324,3,,,POINT (23.9564324 54.8962572)
610923530,54.9042095,23.8364596,3,,,POINT (23.8364596 54.9042095)
610923534,54.9027313,23.8409495,3,,,POINT (23.8409495 54.9027313)
610923535,54.9038912,23.8365285,3,,,POINT (23.8365285 54.9038912)
619958871,54.9117179,23.9731865,3,,,POINT (23.9731865 54.9117179)
619958872,54.9117274,23.9742245,3,,,POINT (23.9742245 54.9117274)
619958873,54.9112985,23.9737664,3,,,POINT (23.9737664 54.9112985)
624526405,54.9379491,23.8749686,3,motorway_junction,,POINT (23.8749686 54.9379491)
624526407,54.9379555,23.8740961,3,,,POINT (23.8740961 54.9379555)
624526409,54.9381358,23.8737074,3,,,POINT (23.8737074 54.9381358)
624526426,54.937412,23.8741546,3,,,POINT (23.8741546 54.937412)
631284599,54.8960362,23.9329821,3,,,POINT (23.9329821 54.8960362)
631284606,54.8957807,23.9329219,3,,,POINT (23.9329219 54.8957807)
638906922,54.8957923,23.93318,4,,,POINT (23.93318 54.8957923)
658494838,54.9050166,23.9674186,3,crossing,,POINT (23.9674186 54.9050166)
658494860,54.905393,23.9673263,3,,,POINT (23.9673263 54.905393)
658494921,54.9051377,23.9680256,3,,,POINT (23.9680256 54.9051377)
664083103,54.8917943,23.9288302,3,,,POINT (23.9288302 54.8917943)
664111811,54.8913853,23.9313195,3,,,POINT (23.9313195 54.8913853)
664111812,54.891804,23.9312162,3,,,POINT (23.9312162 54.891804)
664111813,54.8923646,23.9310766,3,,,POINT (23.9310766 54.8923646)
664111815,54.8933856,23.9307967,3,,,POINT (23.9307967 54.8933856)
664111820,54.8947801,23.9304928,1,,,POINT (23.9304928 54.8947801)
664111821,54.8939296,23.9289902,3,,,POINT (23.9289902 54.8939296)
664111823,54.8934101,23.9289502,3,,,POINT (23.9289502 54.8934101)
664111824,54.8924011,23.9288807,3,,,POINT (23.9288807 54.8924011)
664111825,54.8907229,23.9287679,3,,,POINT (23.9287679 54.8907229)
664111857,54.8887123,23.9320956,1,,,POINT (23.9320956 54.8887123)
664111858,54.8885744,23.9312018,3,,,POINT (23.9312018 54.8885744)
664111860,54.8879235,23.9337303,4,,,POINT (23.9337303 54.8879235)
664111861,54.8883962,23.9319765,3,,,POINT (23.9319765 54.8883962)
664143451,54.8905524,23.9353745,3,,,POINT (23.9353745 54.8905524)
664143452,54.8902369,23.9359038,1,,,POINT (23.9359038 54.8902369)
664143455,54.891393,23.9333966,3,,,POINT (23.9333966 54.891393)
664143456,54.8901851,23.9339867,3,,,POINT (23.9339867 54.8901851)
664143460,54.891618,23.9343018,3,,,POINT (23.9343018 54.891618)
664153995,54.8997077,23.9262495,3,,,POINT (23.9262495 54.8997077)
664154001,54.8995348,23.9254047,1,,,POINT (23.9254047 54.8995348)
667819737,54.9092923,23.8942934,3,,,POINT (23.8942934 54.9092923)
671452931,54.8666029,23.9009269,3,,,POINT (23.9009269 54.8666029)
671452932,54.8650891,23.9107514,4,,,POINT (23.9107514 54.8650891)
671452933,54.8650548,23.9088604,3,,,POINT (23.9088604 54.8650548)
671452941,54.8702218,23.9146444,4,,,POINT (23.9146444 54.8702218)
671452942,54.8721891,23.9159579,4,,,POINT (23.9159579 54.8721891)
671452944,54.8676805,23.9192331,3,,,POINT (23.9192331 54.8676805)
671452945,54.8682301,23.9226172,1,,,POINT (23.9226172 54.8682301)
671452946,54.8712211,23.9207341,3,,,POINT (23.9207341 54.8712211)
671452947,54.8694314,23.9179478,4,,,POINT (23.9179478 54.8694314)
671452949,54.8685728,23.9194297,3,,,POINT (23.9194297 54.8685728)
671452950,54.868643,23.9174959,3,,,POINT (23.9174959 54.868643)
671452952,54.8714781,23.9195145,4,,,POINT (23.9195145 54.8714781)
671452953,54.8729186,23.9204912,3,,,POINT (23.9204912 54.8729186)
671452954,54.8731662,23.9206385,3,,,POINT (23.9206385 54.8731662)
671452963,54.8740778,23.9188321,3,,,POINT (23.9188321 54.8740778)
671466130,54.8574217,23.894818,3,,,POINT (23.894818 54.8574217)
671466131,54.8562403,23.8936563,3,,,POINT (23.8936563 54.8562403)
671466132,54.8623784,23.8849564,3,,,POINT (23.8849564 54.8623784)
671466133,54.8603594,23.8973149,4,,,POINT (23.8973149 54.8603594)
671577595,54.8773278,23.8922058,3,,,POINT (23.8922058 54.8773278)
671577603,54.8792723,23.892942,3,,,POINT (23.892942 54.8792723)
671577604,54.8820268,23.8950055,3,,,POINT (23.8950055 54.8820268)
671577606,54.8837213,23.8946069,3,,,POINT (23.8946069 54.8837213)
671577608,54.884704,23.8925127,3,,,POINT (23.8925127 54.884704)
671577610,54.8860191,23.8913424,3,,,POINT (23.8913424 54.8860191)
671577614,54.8875686,23.8920895,3,,,POINT (23.8920895 54.8875686)
671577616,54.8857733,23.8928054,3,,,POINT (23.8928054 54.8857733)
671577617,54.8873003,23.8935475,3,,,POINT (23.8935475 54.8873003)
671577620,54.8789707,23.8957371,3,,,POINT (23.8957371 54.8789707)
671577646,54.8813126,23.8973778,3,,,POINT (23.8973778 54.8813126)
671577648,54.8835027,23.8963183,3,,,POINT (23.8963183 54.8835027)
671577657,54.8868774,23.8999864,3,,,POINT (23.8999864 54.8868774)
671577665,54.8884519,23.8924128,3,,,POINT (23.8924128 54.8884519)
671577668,54.8896053,23.890938,3,,,POINT (23.890938 54.8896053)
671577670,54.8878061,23.8908153,3,,,POINT (23.8908153 54.8878061)
671577674,54.8912559,23.8940182,3,,,POINT (23.8940182 54.8912559)
671577675,54.8877293,23.8958705,3,,,POINT (23.8958705 54.8877293)
671577676,54.8877393,23.8961971,3,,,POINT (23.8961971 54.8877393)
671577680,54.8898513,23.8956045,2,,,POINT (23.8956045 54.8898513)
671577690,54.8901244,23.8970175,3,,,POINT (23.8970175 54.8901244)
671577693,54.8879963,23.8980264,4,,,POINT (23.8980264 54.8879963)
