u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,bridge,junction,width,access,tunnel
32841598,624526405,0,39734286,trunk,3,90,Vakarinis aplinkl.,True,A5,False,76.30119241780619,"LINESTRING (23.8757552 54.9384655, 23.8754566 54.938271, 23.8749686 54.9379491)",,,,,
32841630,287914012,0,26284240,trunk_link,1,90,,True,,False,227.34112950240868,"LINESTRING (23.8364897 54.9146076, 23.8357915 54.9141302, 23.8356121 54.9140236, 23.8355143 54.9139767, 23.8353988 54.9139376, 23.8352662 54.9139065, 23.8351442 54.913895, 23.835006 54.9138973, 23.8348853 54.9139112, 23.8347713 54.9139397, 23.8346774 54.9139775, 23.8345903 54.914033, 23.8345272 54.9140846, 23.8344763 54.9141486, 23.8344428 54.9142172, 23.8344428 54.9143004, 23.8344481 54.9143806, 23.8345032 54.9146169)",,,,,
32841630,365308218,0,"[32499152, 36948740, 36971317]",trunk,2,90,"['Vakarinis apvažiavimas', 'Vakarinis aplinkl.']",True,A5,False,516.9314260070904,"LINESTRING (23.8364897 54.9146076, 23.8357155 54.9138233, 23.8354794 54.9135542, 23.8352501 54.9132775, 23.8350315 54.9129876, 23.8348183 54.9126646, 23.834647 54.9123755, 23.8344374 54.9119563, 23.8343395 54.911748, 23.8342389 54.9115044, 23.8341552 54.9112663, 23.8340154 54.9107936, 23.8339227 54.9102485)",yes,,,,
32841693,920222937,0,128573434,trunk,4,50,Ateities pl.,False,,False,70.38458391809324,"LINESTRING (24.0485882 54.9231203, 24.0478825 54.9226343)",,,,,
32841700,59613627,0,367788795,trunk,4,50,Ateities pl.,False,,False,37.01919068404598,"LINESTRING (24.041005 54.9179601, 24.0407975 54.9178278, 24.0406172 54.9177128)",,,,,
32841700,773554868,0,"[994957058, 140487663]",trunk,"['5', '4']",50,Ateities pl.,False,,True,186.50910643990113,"LINESTRING (24.041005 54.9179601, 24.0415175 54.9182976, 24.0429242 54.9192237)",,,,,
32841700,9187779052,0,994957063,primary,1,50,Taikos pr.,True,,False,90.6976999168453,"LINESTRING (24.041005 54.9179601, 24.0406829 54.9179258, 24.0405449 54.9179203, 24.0403018 54.9179252, 24.0395918 54.9179256)",,,,,
32841736,7617598781,0,160894855,primary,2,50,R. Kalantos g.,True,,False,55.47970296208741,"LINESTRING (24.0023288 54.8920598, 24.0028903 54.8919167, 24.0030636 54.8918783, 24.0031268 54.8918644)",,,,,
32841736,868404093,0,"[1054941033, 1054941034]",primary,4,50,R. Kalantos g.,False,,False,135.42456888895316,"LINESTRING (24.0023288 54.8920598, 24.0017286 54.8921855, 24.0013133 54.8922734, 24.0008492 54.8923716, 24.0007954 54.892383, 24.0006242 54.8924192, 24.0003931 54.892468, 24.0003406 54.8924791)",,,,,
32842178,2517813119,0,800262091,unclassified,1,50,T. Masiulio g.,True,,False,33.08273218399525,"LINESTRING (24.0085026 54.8822659, 24.0086189 54.881976)",,,,,
32842178,7029383065,0,337481704,primary,2,50,T. Masiulio g.,False,,False,32.04973657444352,"LINESTRING (24.0085026 54.8822659, 24.0086401 54.8821155, 24.0087516 54.8820161)",,,,,
32842178,9035643462,0,"[943525123, 800262089, 302738538, 302738537, 800262092, 262765298, 981333753, 976393306, 981333756, 981333757]",primary,4,50,T. Masiulio g.,False,,True,634.1494828717879,"LINESTRING (24.0085026 54.8822659, 24.0081363 54.8830101, 24.0078259 54.8836229, 24.0074564 54.8843501, 24.0073854 54.8844892, 24.0073199 54.8846198, 24.0071281 54.885, 24.0070652 54.8851245, 24.0069549 54.8853432, 24.0068035 54.8856312, 24.0066738 54.8858795, 24.0066016 54.8860145, 24.0065587 54.8860946, 24.0064983 54.8862118, 24.006374 54.8864446, 24.0062726 54.8866336, 24.0062632 54.8866511, 24.0062252 54.8867275, 24.0058398 54.8874556, 24.005807 54.8875163, 24.0057569 54.887602, 24.0057111 54.8876803, 24.0056805 54.8877327)",,,,,
32842179,6578685873,0,710676984,residential,2,50,T. Masiulio g.,False,,False,27.9570763561373,"LINESTRING (24.0113007 54.8801177, 24.0114025 54.8800959, 24.0115107 54.8800393, 24.0116217 54.8799562)",,,,,
32842179,717808594,0,710676985,primary,2,50,Marijampolės pl.,False,,False,23.832879673616517,"LINESTRING (24.0113007 54.8801177, 24.0113461 54.8800252, 24.0113839 54.879909)",,,,,
32842179,676151376,0,"[337481704, 1217375601, 981333751]",primary,"['2', '3']",50,T. Masiulio g.,False,,True,206.4717101155611,"LINESTRING (24.0113007 54.8801177, 24.0112478 54.8801967, 24.0111968 54.8802546, 24.0110929 54.8803584, 24.0110081 54.8804131, 24.0109161 54.8804737, 24.0108242 54.8805341, 24.0103932 54.880841, 24.0102324 54.8809518, 24.0096948 54.8813355, 24.0093481 54.881588)",,,,,
32843212,894241347,0,"[1152690568, 68335185, 404700385]",primary,"['4', '3']",50,Marijampolės pl.,False,139,False,565.1678449046085,"LINESTRING (23.9923409 54.8715239, 23.9916831 54.8712885, 23.9906906 54.8709294, 23.9904083 54.8708232, 23.9901508 54.8707174, 23.989833 54.8705778, 23.9895004 54.8704095, 23.9891464 54.8702128, 23.9888205 54.8700082, 23.9885482 54.8698153, 23.9882505 54.8695784, 23.9880373 54.869377, 23.9878334 54.8691655, 23.9876041 54.8688815, 23.9874351 54.8686392, 23.9872621 54.8683552, 23.987098 54.8679499, 23.9870673 54.8678532, 23.9870336 54.8677223)",,,,,
32843212,81203687,0,"[698627961, 581648063]",secondary,3,50,Raudonojo Kryžiaus g.,False,,False,277.06357308673375,"LINESTRING (23.9923409 54.8715239, 23.9921692 54.8716628, 23.9919345 54.8718117, 23.9918031 54.8718765, 23.9917065 54.8719113, 23.9915977 54.8719375, 23.9914544 54.8719583, 23.9913163 54.8719684, 23.9911714 54.8719668, 23.9910558 54.8719598, 23.9908911 54.8719455, 23.9906497 54.8719259, 23.9897064 54.8718365, 23.9883572 54.8717165)",,,,,
32843212,717808594,0,"[404700386, 1152690569, 658767049, 4960691, 41219572, 759234456, 32430783]",primary,"['2', '3']",50,Marijampolės pl.,False,,True,1559.2871504729926,"LINESTRING (23.9923409 54.8715239, 23.9927391 54.8716619, 23.9937783 54.8720317, 23.995621 54.8726875, 23.9961465 54.8728838, 23.9963789 54.8729792, 23.9973901 54.8734415, 23.9975976 54.8735272, 23.9989231 54.873992, 24.0013179 54.8748347, 24.0015383 54.8749067, 24.0017732 54.8749789, 24.002438 54.875173, 24.0027402 54.8752727, 24.0030486 54.8753844, 24.0032774 54.8754756, 24.0034841 54.8755642, 24.0037483 54.8756854, 24.0041238 54.8758605, 24.0058739 54.8766784, 24.0095164 54.8783988, 24.0105477 54.8788874, 24.0107918 54.8790085, 24.0109017 54.8790695, 24.011004 54.8791351, 24.0111195 54.8792313, 24.011225 54.8793388, 24.0113054 54.8794445, 24.0113514 54.8795467, 24.0113827 54.8796884, 24.0113901 54.8797762, 24.0113839 54.879909)",yes,,,,
32843227,6390330610,0,36573940,primary,2,50,Marijampolės pl.,False,139,False,11.350062266742082,"LINESTRING (23.9853349 54.8618427, 23.9852813 54.8617454)",,,,,
32843227,911878547,0,36573940,primary,2,50,Marijampolės pl.,False,139,True,221.59883620941378,"LINESTRING (23.9853349 54.8618427, 23.9854972 54.8621584, 23.9856338 54.862488, 23.9858024 54.8630086, 23.9859431 54.8635129, 23.9860108 54.8637947)",,,,,
32843227,911878579,0,682373916,residential,,,Šertvių g.,False,,True,77.89451636842307,"LINESTRING (23.9853349 54.8618427, 23.9852075 54.8618712, 23.9850909 54.8619114, 23.9844345 54.8623023)",,,,,
32843236,2987864775,0,608101549,primary,2,70,Marijampolės pl.,False,139,False,8.44935899346803,"LINESTRING (23.9644059 54.8486461, 23.9643095 54.8485942)",,,,,
32843236,2637957643,0,34924816,secondary,,50,Rokelių g.,False,,False,244.6799136791758,"LINESTRING (23.9644059 54.8486461, 23.9646517 54.8485022, 23.9648073 54.8483671, 23.9653323 54.8478295, 23.9659035 54.8472447, 23.9663607 54.8467631)",,,,,
32843236,365377286,0,913664930,primary,2,70,Marijampolės pl.,False,139,True,176.522109828669,"LINESTRING (23.9644059 54.8486461, 23.9658446 54.8494537, 23.9663804 54.8497542)",,,,,
32843238,5479626879,0,569858654,primary,2,50,Marijampolės pl.,False,139,True,50.71199366292271,"LINESTRING (23.9500585 54.8405865, 23.9506515 54.8408888)",,,,,
32843238,5479626873,0,569858655,primary,2,50,Marijampolės pl.,False,139,False,10.146340772172547,"LINESTRING (23.9500585 54.8405865, 23.9499338 54.8405302)",,,,,
32844426,671577617,0,"[1047522689, 1130926229]",tertiary,3,50,S. Dariaus ir S. Girėno g.,False,,False,150.90690272056304,"LINESTRING (23.8957991 54.8868951, 23.8956338 54.8869198, 23.8953442 54.8869722, 23.8945494 54.8871159, 23.8938687 54.8872412, 23.8935475 54.8873003)",,,,,
32844426,7684520183,0,1130926228,primary,4,50,Veiverių g.,False,130,False,64.70440687774526,"LINESTRING (23.8957991 54.8868951, 23.8957624 54.8867927, 23.8957194 54.8866775, 23.8956627 54.8865256, 23.8955873 54.8863261)",,,,,
32844426,671577675,0,1130926230,primary,4,50,Veiverių g.,False,130,False,93.67700590402278,"LINESTRING (23.8957991 54.8868951, 23.8958737 54.887105, 23.8959161 54.8872672, 23.8959279 54.8873558, 23.8959137 54.8875436, 23.8958705 54.8877293)",,,,,
32844430,672383775,0,430425572,primary,4,50,Veiverių g.,False,130,True,37.82234687963204,"LINESTRING (23.8890045 54.8687585, 23.8891283 54.8690911)",,,,,
32844430,99159006,0,"[477339033, 26805605]",residential,3,50,Julijanavos g.,False,,False,147.06483905392338,"LINESTRING (23.8890045 54.8687585, 23.8888547 54.8687746, 23.8888037 54.8687801, 23.8887443 54.8687847, 23.8883801 54.8688127, 23.8880693 54.8688327, 23.8873079 54.8688628, 23.8868845 54.8688678, 23.8867183 54.8688569)",,,,,
32844430,3454381343,0,375220036,primary,5,50,Veiverių g.,False,130,False,33.41755293816952,"LINESTRING (23.8890045 54.8687585, 23.888934 54.8685684, 23.8888954 54.8684646)",,,,,
32844988,295927440,0,8067834,tertiary,2,50,Technikos g.,False,,False,797.9712082038346,"LINESTRING (24.0024229 54.8994463, 24.0026613 54.8994333, 24.0029223 54.8994273, 24.0033124 54.8994439, 24.0035699 54.8994601, 24.0037577 54.8994755, 24.0038757 54.899494, 24.0039897 54.8995218, 24.0040889 54.8995565, 24.0043397 54.8996768, 24.0045422 54.8997863, 24.0047126 54.8998796, 24.0048309 54.8999639, 24.004903 54.9000222, 24.0049944 54.9001089, 24.0050946 54.9002101, 24.0052986 54.9004248, 24.0055235 54.9006641, 24.005729 54.90088, 24.0060051 54.90117, 24.0060479 54.9012149, 24.0063109 54.9014911, 24.0063933 54.9015776, 24.0068114 54.902017, 24.0078791 54.903146, 24.0080971 54.9033667, 24.0084007 54.9036896, 24.0088326 54.904149, 24.009422 54.9047586, 24.0094671 54.9048087, 24.0095184 54.9048782)",,,,,
32844988,771346336,0,62263357,secondary,2,50,Chemijos g.,False,,False,33.96538080602612,"LINESTRING (24.0024229 54.8994463, 24.0024224 54.899365, 24.0024906 54.8991443)",,,,,
32844988,890385739,0,62263357,secondary,2,50,Chemijos g.,False,,True,220.03053334048548,"LINESTRING (24.0024229 54.8994463, 24.0023831 54.8994508, 24.0018184 54.8995056, 24.0010308 54.8996019, 24.0005136 54.8996914, 24.0001045 54.8997716, 23.9999057 54.8998164, 23.999128 54.8999943)",,,,,
32844989,2157490186,0,1144699222,secondary,2,,Chemijos g.,False,,True,24.16584044708731,"LINESTRING (24.0028466 54.8975205, 24.002788 54.8977352)",,,,,
32844989,890385534,0,75403220,living_street,,20,Jerubių tak.,False,,False,95.56535322149841,"LINESTRING (24.0028466 54.8975205, 24.0027719 54.8975402, 24.0017714 54.8978046, 24.0014885 54.8978793)",,,,,
32844989,890385698,0,1144699222,secondary,2,,Chemijos g.,False,,False,57.84765944388096,"LINESTRING (24.0028466 54.8975205, 24.0029646 54.8970948, 24.0030015 54.8970082)",,,,,
32844995,774129266,0,844748650,primary,3,50,VI forto žiedas,True,,False,15.073428978574388,"LINESTRING (23.9750049 54.901179, 23.9750337 54.9012211, 23.9750526 54.9012649, 23.9750615 54.9013098)",,roundabout,,,
32845001,1453089153,0,262760425,primary,2,50,VI forto žiedas,True,,False,40.58506447388257,"LINESTRING (23.9749912 54.901489, 23.9749426 54.901533, 23.9748829 54.9015723, 23.9748137 54.9016059, 23.9747364 54.9016332, 23.9746529 54.9016535, 23.9745649 54.9016664, 23.9744747 54.9016714)",,roundabout,,,
32845001,765078534,0,759234458,primary,2,50,Pramonės pr.,True,,False,48.162170642195065,"LINESTRING (23.9749912 54.901489, 23.974968 54.9016084, 23.9749724 54.9016833, 23.974978 54.9017162, 23.9750098 54.9017802, 23.9750906 54.9019106)",,,,,
32845006,32845008,0,933823320,primary,3,50,VI forto žiedas,True,,False,6.738419109388895,"LINESTRING (23.9739623 54.9011341, 23.9740284 54.9010869)",,roundabout,,,
32845008,364470306,0,140487649,primary,3,50,VI forto žiedas,True,,False,27.49275441554422,"LINESTRING (23.9740284 54.9010869, 23.9741095 54.9010463, 23.9742019 54.9010147, 23.9743026 54.9009931, 23.9744084 54.9009822)",,roundabout,,,
32845008,364301228,0,"[845164289, 1259425861, 865702730, 865702732, 1151937648, 1103923415, 1266920856, 1266920857, 1101407930, 10059227]",tertiary,2,50,"['Biržiškų g.', 'M. Riomerio g.']",False,,False,712.1661460619304,"LINESTRING (23.9740284 54.9010869, 23.9738939 54.9009805, 23.9738944 54.9009471, 23.9739036 54.9007298, 23.9739106 54.9006095, 23.9739315 54.9002478, 23.9739671 54.8996143, 23.9739744 54.8994894, 23.9739872 54.8992438, 23.9740019 54.8989954, 23.9740094 54.8988385, 23.974012 54.8987853, 23.9740361 54.898392, 23.9740328 54.8982783, 23.9740182 54.8982062, 23.9740046 54.8981352, 23.9739791 54.898065, 23.9739282 54.897976, 23.9738767 54.8979004, 23.9737369 54.8977232, 23.9735769 54.8975381, 23.9735238 54.8974788, 23.9734877 54.8974417, 23.9734193 54.8973791, 23.9733631 54.8973442, 23.973286 54.8973058, 23.9731593 54.8972636, 23.9730344 54.8972424, 23.9725098 54.8971898, 23.9718268 54.8971279, 23.9714704 54.8970956, 23.9704269 54.8969983, 23.9700583 54.8969635, 23.9698141 54.8969405, 23.9691932 54.8968848, 23.9690361 54.8968698)",,,,,
32845011,3338542150,0,"[327133912, 4960797]",primary,4,50,R. Kalantos g.,False,,False,275.18486455596303,"LINESTRING (23.9893824 54.8943938, 23.9892797 54.8944112, 23.9890991 54.8944417, 23.9890437 54.8944509, 23.9882833 54.894577, 23.9880547 54.8946108, 23.9878185 54.8946398, 23.9877615 54.8946476, 23.987435 54.8946766, 23.9868833 54.8947162, 23.9866299 54.8947332, 23.9863037 54.8947503, 23.985579 54.8948005, 23.9852622 54.8948305, 23.9851607 54.8948401)",,,,,
32845011,868403969,0,4960797,primary,4,50,R. Kalantos g.,False,,True,202.75499595663112,"LINESTRING (23.9893824 54.8943938, 23.9895064 54.894373, 23.9901533 54.8942639, 23.9902387 54.8942495, 23.9910084 54.8941197, 23.9915537 54.8940277, 23.992425 54.8938808)",,,,,
32845011,2751698037,0,73204480,residential,,,Jėgainės g.,False,,False,281.751317257036,"LINESTRING (23.9893824 54.8943938, 23.9893482 54.8943114, 23.9891645 54.8939076, 23.9890266 54.8936045, 23.9888171 54.8933635, 23.988723 54.893271, 23.9887079 54.8932305, 23.9887264 54.8931827, 23.98878 54.8931434, 23.9896436 54.8927274, 23.9897653 54.8926752, 23.9900218 54.8925653, 23.9900694 54.8925379, 23.9903689 54.8923656)",,,,,
32845040,1843587779,0,4960799,primary,3,50,K. Baršausko g.,True,,False,226.69490966548074,"LINESTRING (23.9708679 54.9012707, 23.9694972 54.9012319, 23.9688502 54.9012016, 23.968488 54.9011762, 23.9682278 54.901149, 23.9679407 54.9011156, 23.9677614 54.9010867, 23.9675515 54.9010529, 23.9673629 54.9010188)",,,,,
32845040,891916088,0,"[76254828, 1104821421, 1104821422]",residential,,30,S. Šalkauskio g.,False,,True,216.8854819879728,"LINESTRING (23.9708679 54.9012707, 23.9708684 54.9013612, 23.9708702 54.9014178, 23.9708709 54.9014844, 23.9708798 54.901536, 23.9709039 54.9015821, 23.9709489 54.9016431, 23.9712944 54.9021442, 23.9713832 54.9022749, 23.9718658 54.9029854, 23.9718628 54.9031138)",,,,,
32845098,364337618,0,4960817,primary,2,50,Tunelio g.,True,,False,31.11996367441958,"LINESTRING (23.9493398 54.8954045, 23.9491155 54.8953665, 23.9488698 54.8953322)",,,,,
32845098,12129270652,0,1310033514,tertiary_link,1,,,True,,False,32.69230799436665,"LINESTRING (23.9493398 54.8954045, 23.949166 54.8954372, 23.9491439 54.895452, 23.9490641 54.8955058, 23.9490085 54.8955991)",,,,,
32845150,364088666,0,"[4960800, 337058182]",primary,2,60,Tunelio g.,True,,False,543.7950909619967,"LINESTRING (23.9488374 54.8952171, 23.9491111 54.8952505, 23.9493065 54.8952814, 23.949528 54.8953226, 23.9497967 54.89539, 23.9499928 54.8954522, 23.9502369 54.8955455, 23.9505145 54.8956751, 23.9516544 54.8962728, 23.9521144 54.8964849, 23.9524403 54.8966152, 23.9528856 54.8967795, 23.953245 54.896899, 23.9537456 54.8970495, 23.9557177 54.8975589, 23.9561168 54.8976362)",,,,,
32845150,364337618,0,"[1049390272, 32598421]",primary_link,1,50,Tunelio g.,True,,False,12.965163727256007,"LINESTRING (23.9488374 54.8952171, 23.948853 54.8952724, 23.9488698 54.8953322)",,,,,
32846319,9172003762,0,132742004,secondary,5,50,Raudondvario pl.,False,141,False,9.93654189433437,"LINESTRING (23.8756271 54.9070071, 23.8754769 54.9070301)",,,,,
32846319,880601832,0,"[943525120, 943525119]",secondary,"['2', '3']",50,Kėdainių g.,False,,False,109.21272329678006,"LINESTRING (23.8756271 54.9070071, 23.8757023 54.9071524, 23.875707 54.9072315, 23.8757009 54.9073382, 23.8756966 54.9074507, 23.8756791 54.907589, 23.8756437 54.9077832, 23.8756138 54.9079006, 23.8755902 54.907979)",,,,,
32846319,1837718539,0,1127497793,secondary,4,50,Raudondvario pl.,False,141,True,101.98232728865469,"LINESTRING (23.8756271 54.9070071, 23.8763481 54.9068967, 23.8767984 54.9068274, 23.8771684 54.9067705)",,,,,
32846325,60799525,0,32492604,secondary,2,50,,True,141;222,False,63.30740251934406,"LINESTRING (23.8814992 54.9058825, 23.8815861 54.9058122, 23.8816907 54.9057581, 23.8818084 54.9057291, 23.8819304 54.9057263, 23.8820608 54.9057373, 23.8822183 54.9057728, 23.8823555 54.9058054)",,circular,,,
32846343,32846358,0,4960958,secondary,2,50,Kėdainių g.,False,,False,517.7702421462134,"LINESTRING (23.8761809 54.910809, 23.87647 54.9111713, 23.8766159 54.9113507, 23.8769637 54.9117531, 23.8770609 54.9118633, 23.8771822 54.9120023, 23.8772865 54.9121398, 23.8773425 54.9122526, 23.8773532 54.9123848, 23.8773296 54.9124883, 23.8771679 54.9128048, 23.8771104 54.9129129, 23.877028 54.9130759, 23.8769837 54.9132012, 23.8769534 54.9133583, 23.876918 54.9134641, 23.8768787 54.913516, 23.8768078 54.9135564, 23.8767245 54.9135868, 23.8766245 54.9135985, 23.8764974 54.9135936, 23.8761025 54.9135364, 23.8760068 54.9135342, 23.8759163 54.9135374, 23.8758506 54.9135531, 23.8757889 54.9135765, 23.8757141 54.9136187, 23.875663 54.9136822, 23.875633 54.91375, 23.8755393 54.9141628, 23.8754958 54.9143564, 23.8754692 54.9144844, 23.8754261 54.9146356)",,,,,
32846343,451664699,0,38279590,residential,,30,Juodaičių g.,False,,True,232.4525244751777,"LINESTRING (23.8761809 54.910809, 23.8765556 54.9107693, 23.8767643 54.9107602, 23.8780267 54.9107507, 23.8781552 54.9107435, 23.8782681 54.91073, 23.8783658 54.9107073, 23.8784757 54.9106757, 23.8795786 54.9102682)",,,,,
32846343,7617598747,0,"[1352286534, 885316358]",secondary,2,50,Kėdainių g.,False,,True,178.4358536641436,"LINESTRING (23.8761809 54.910809, 23.8758115 54.91034, 23.8756869 54.9101708, 23.8755764 54.9099965, 23.8754806 54.9098076, 23.8754057 54.9096555, 23.8752749 54.9093538, 23.8752602 54.9092996)",,,,,
32846358,32846343,0,4960958,secondary,2,50,Kėdainių g.,False,,True,517.7702421462134,"LINESTRING (23.8754261 54.9146356, 23.8754692 54.9144844, 23.8754958 54.9143564, 23.8755393 54.9141628, 23.875633 54.91375, 23.875663 54.9136822, 23.8757141 54.9136187, 23.8757889 54.9135765, 23.8758506 54.9135531, 23.8759163 54.9135374, 23.8760068 54.9135342, 23.8761025 54.9135364, 23.8764974 54.9135936, 23.8766245 54.9135985, 23.8767245 54.9135868, 23.8768078 54.9135564, 23.8768787 54.913516, 23.876918 54.9134641, 23.8769534 54.9133583, 23.8769837 54.9132012, 23.877028 54.9130759, 23.8771104 54.9129129, 23.8771679 54.9128048, 23.8773296 54.9124883, 23.8773532 54.9123848, 23.8773425 54.9122526, 23.8772865 54.9121398, 23.8771822 54.9120023, 23.8770609 54.9118633, 23.8769637 54.9117531, 23.8766159 54.9113507, 23.87647 54.9111713, 23.8761809 54.910809)",,,,,
32846358,880601934,0,4960959,secondary,,50,,False,,False,47.03607339851577,"LINESTRING (23.8754261 54.9146356, 23.8754972 54.9148197, 23.8755488 54.9149091, 23.8756084 54.9149811, 23.8756607 54.9150336)",,,,,
32846358,880601837,0,4960960,residential,,50,,False,,False,70.9513137152161,"LINESTRING (23.8754261 54.9146356, 23.8753851 54.9147179, 23.8753315 54.9147942, 23.8752088 54.9149102, 23.875041 54.9150472, 23.8748583 54.9151769)",,,,,
32846360,880602244,0,74505227,living_street,,20,Dotnuvos g.,False,,False,210.7711884955967,"LINESTRING (23.8761753 54.9151456, 23.8769755 54.9143177, 23.8770447 54.9141392, 23.8771312 54.9137687, 23.8773333 54.9133946)",,,,,
32846360,32846362,0,211517407,secondary,,50,Josvainių g.,False,,False,92.01892743546665,"LINESTRING (23.8761753 54.9151456, 23.8764976 54.9152424, 23.8767081 54.9153242, 23.8768128 54.9153774, 23.8768986 54.9154375, 23.8771681 54.9157111)",,,,,
32846360,880601934,0,211517407,secondary,,50,Josvainių g.,False,,True,35.212355841289074,"LINESTRING (23.8761753 54.9151456, 23.8758029 54.9150571, 23.8756607 54.9150336)",,,,,
32846362,451664705,0,74505249,residential,,50,Josvainių g.,False,,False,279.58572375633037,"LINESTRING (23.8771681 54.9157111, 23.8775383 54.915594, 23.8776295 54.9155778, 23.8776952 54.9155755, 23.8777663 54.9155816, 23.8779734 54.915638, 23.8790257 54.9159246, 23.8811457 54.9164735)",,,,,
32846362,32846369,0,211517404,secondary,,50,Pylimo g.,False,,False,303.70469885168006,"LINESTRING (23.8771681 54.9157111, 23.87738 54.9159424, 23.8774659 54.9160426, 23.8775222 54.9161266, 23.8775557 54.9161914, 23.8775758 54.9162631, 23.8776 54.916398, 23.8776113 54.9164373, 23.8776281 54.9164728, 23.8776898 54.9165421, 23.8778119 54.9166261, 23.8784355 54.9169938, 23.8786625 54.9171231, 23.8790411 54.9173387, 23.8795502 54.9176166, 23.8798329 54.9177569, 23.8799918 54.917812)",,,,,
32846362,32846360,0,211517407,secondary,,50,Josvainių g.,False,,True,92.01892743546665,"LINESTRING (23.8771681 54.9157111, 23.8768986 54.9154375, 23.8768128 54.9153774, 23.8767081 54.9153242, 23.8764976 54.9152424, 23.8761753 54.9151456)",,,,,
32846369,2218305671,0,38279592,secondary,,50,Apuolės g.,False,,True,143.85678987802112,"LINESTRING (23.8799918 54.917812, 23.8799147 54.9179218, 23.8796217 54.9183365, 23.8792252 54.9188991, 23.8791446 54.9190106)",,,,,
32846369,32846362,0,211517404,secondary,,50,Pylimo g.,False,,True,303.70469885168006,"LINESTRING (23.8799918 54.917812, 23.8798329 54.9177569, 23.8795502 54.9176166, 23.8790411 54.9173387, 23.8786625 54.9171231, 23.8784355 54.9169938, 23.8778119 54.9166261, 23.8776898 54.9165421, 23.8776281 54.9164728, 23.8776113 54.9164373, 23.8776 54.916398, 23.8775758 54.9162631, 23.8775557 54.9161914, 23.8775222 54.9161266, 23.8774659 54.9160426, 23.87738 54.9159424, 23.8771681 54.9157111)",,,,,
32846369,451664705,0,1117392343,unclassified,,50,Apuolės g.,False,,False,167.44894728666887,"LINESTRING (23.8799918 54.917812, 23.880038 54.9177453, 23.8803056 54.9173644, 23.8803459 54.9173081, 23.8806241 54.916914, 23.88075 54.9167619, 23.8809216 54.9166107, 23.8811457 54.9164735)",,,,,
32846382,32846383,0,62178171,residential,2,50,Josvainių g.,False,,False,75.19425274571468,"LINESTRING (23.8656225 54.914677, 23.8656538 54.9148731, 23.8657544 54.9151362, 23.865852 54.9153385)",,,,,
32846382,11099592871,0,74505241,residential,2,40,Josvainių g.,False,,True,105.55667225147465,"LINESTRING (23.8656225 54.914677, 23.865825 54.9146442, 23.8661127 54.9146063, 23.8663872 54.9145875, 23.8666617 54.9145945, 23.8669733 54.9146207, 23.8672434 54.9146628)",,,,,
32846382,882543390,0,1162270399,residential,2,50,Naujakurių g.,False,,False,37.65099314307895,"LINESTRING (23.8656225 54.914677, 23.8656177 54.914561, 23.8656454 54.914339)",,,,,
32846383,32846382,0,62178171,residential,2,50,Josvainių g.,False,,True,75.19425274571468,"LINESTRING (23.865852 54.9153385, 23.8657544 54.9151362, 23.8656538 54.9148731, 23.8656225 54.914677)",,,,,
32846383,882543871,0,62178177,residential,,50,Josvainių g.,False,,False,120.84488377856565,"LINESTRING (23.865852 54.9153385, 23.8655841 54.9153941, 23.8653659 54.9154227, 23.8639838 54.9154282)",,,,,
32846383,1560638677,0,948644485,residential,2,50,Naujakurių g.,False,,False,49.69442810140353,"LINESTRING (23.865852 54.9153385, 23.8659153 54.9154449, 23.8661176 54.9157585)",,,,,
32846401,430771927,0,70742270,tertiary,2,50,Baltų pr.,True,,False,35.17536841284749,"LINESTRING (23.8691634 54.922108, 23.8696265 54.922279)",,,,,
32846401,1871622454,0,176684945,tertiary_link,,50,,True,,False,49.39218896697117,"LINESTRING (23.8691634 54.922108, 23.86939 54.9221264, 23.8696039 54.9221194, 23.8696544 54.9221141, 23.8699149 54.9220575)",,,,,
32846404,1725137100,0,160456874,secondary_link,,,,False,,False,21.266122755500202,"LINESTRING (23.8727209 54.9242711, 23.8724768 54.9244011)",,,,,
32846404,32846405,0,151402400,secondary,2,50,Baltų pr.,True,,False,127.90470552438833,"LINESTRING (23.8727209 54.9242711, 23.8739488 54.925013, 23.8740989 54.9251054)",,,10,,
32846405,1725137083,0,160456880,secondary_link,,,,False,,True,20.152712187082926,"LINESTRING (23.8740989 54.9251054, 23.8738627 54.9252255)",,,,,
32846405,5565147757,0,"[151402400, 1117148136]",secondary,"['2', '3']",50,Baltų pr.,True,,False,136.5267902953304,"LINESTRING (23.8740989 54.9251054, 23.8748308 54.9255421, 23.8754578 54.9259151, 23.8755837 54.9259883)",,,10,,
32846409,365355399,0,"[33351683, 33351678, 62177103]",primary,"['2', '3']",50,Baltų pr.,True,,False,81.91171858906594,"LINESTRING (23.8867007 54.9302713, 23.8868872 54.9303393, 23.8877175 54.9306434, 23.8877837 54.9306655)",yes,,,,
32846409,764897090,0,564399912,primary_link,,50,,True,,False,43.36064756782942,"LINESTRING (23.8867007 54.9302713, 23.886741 54.9302219, 23.8867785 54.9301772, 23.8870615 54.9299422)",,,,,
