u,v,key,osmid,highway,lanes,maxspeed,name,oneway,ref,reversed,length,geometry,bridge,junction,width,access,tunnel
894241347,2508715755,0,75746039,living_street,,20,Laukymės g.,False,,True,257.9660082501521,"LINESTRING (23.9870336 54.8677223, 23.9872004 54.8677054, 23.9873251 54.8677193, 23.9873989 54.8677586, 23.9876322 54.8681376, 23.9876631 54.8682294, 23.9877982 54.8684954, 23.9879788 54.8686331, 23.9880782 54.8687994, 23.988173 54.8688566, 23.9882769 54.86888, 23.9883717 54.868867, 23.9890717 54.8685863, 23.9892541 54.8685147, 23.9894356 54.8684028)",,,,,
894241347,911878415,0,"[404700385, 36573939, 36573940]",primary,2,50,Marijampolės pl.,False,139,False,356.94083637650476,"LINESTRING (23.9870336 54.8677223, 23.9870207 54.8676753, 23.9869168 54.8672916, 23.9866545 54.8663344, 23.986203 54.8645481)",yes,,,,
894241347,32843212,0,"[1152690568, 404700385, 68335185]",primary,"['4', '3']",50,Marijampolės pl.,False,139,True,565.1678449046085,"LINESTRING (23.9870336 54.8677223, 23.9870673 54.8678532, 23.987098 54.8679499, 23.9872621 54.8683552, 23.9874351 54.8686392, 23.9876041 54.8688815, 23.9878334 54.8691655, 23.9880373 54.869377, 23.9882505 54.8695784, 23.9885482 54.8698153, 23.9888205 54.8700082, 23.9891464 54.8702128, 23.9895004 54.8704095, 23.989833 54.8705778, 23.9901508 54.8707174, 23.9904083 54.8708232, 23.9906906 54.8709294, 23.9916831 54.8712885, 23.9923409 54.8715239)",,,,,
894241351,894241426,0,202540488,tertiary,,,Užvingių g.,False,,False,113.58295612774643,"LINESTRING (24.029587 54.8459331, 24.0306369 54.8467565)",,,,,
894241351,894241773,0,97695561,residential,,,Lapainios g.,False,,False,236.25401461744835,"LINESTRING (24.029587 54.8459331, 24.0309678 54.8454409, 24.031301 54.8453086, 24.0319335 54.8450574, 24.032404 54.8448824, 24.0327191 54.8448207)",,,,,
894241351,894241612,0,202540488,tertiary,,,Užvingių g.,False,,True,429.09600958382185,"LINESTRING (24.029587 54.8459331, 24.0291531 54.8456158, 24.0286786 54.8451319, 24.0284266 54.844871, 24.0281758 54.8445564, 24.0280716 54.8443833, 24.027906 54.8438524, 24.0278133 54.8437801, 24.027705 54.8437587, 24.0270662 54.8438452, 24.0261757 54.8439275, 24.0253641 54.8440332)",,,,,
894241352,894241134,0,75746026,residential,,,Priešbalių g.,False,,False,229.50206417583564,"LINESTRING (24.0129954 54.8460205, 24.0139988 54.8464565, 24.0158186 54.8472921)",,,,,
894241352,9835711843,0,75746073,tertiary,,,Sūrės g.,False,,False,256.031909422563,"LINESTRING (24.0129954 54.8460205, 24.013446 54.845751, 24.0151166 54.8448153, 24.0153368 54.8446926, 24.0154787 54.8446301, 24.0156613 54.8445892, 24.0158501 54.844565, 24.0159686 54.8445177)",,,,,
894241352,894241630,0,75746073,tertiary,,,Sūrės g.,False,,True,270.69768147050877,"LINESTRING (24.0129954 54.8460205, 24.0129263 54.8460594, 24.0115096 54.8468801, 24.0100159 54.8477478)",,,,,
894241359,894241255,0,75746047,residential,,,,False,,False,111.32608615390123,"LINESTRING (24.027548 54.8468194, 24.025982 54.8472546)",,,,,
894241359,894241612,0,75746054,residential,,,Medynėlių g.,False,,False,339.9904326580116,"LINESTRING (24.027548 54.8468194, 24.0259596 54.8448701, 24.0253641 54.8440332)",,,,,
894241359,894241376,0,75746054,residential,,,Medynėlių g.,False,,True,384.2140528613792,"LINESTRING (24.027548 54.8468194, 24.0299769 54.8498669, 24.0300516 54.8499597)",,,,,
894241376,9038549578,0,37041986,secondary,2,50,Piliuonos g.,False,,False,124.4762857192886,"LINESTRING (24.0300516 54.8499597, 24.0303769 54.8498675, 24.0305999 54.8498043, 24.0306615 54.8497868, 24.0308924 54.8497214, 24.0309535 54.8497041, 24.0317908 54.8494592)",,,,,
894241376,894241713,0,37041986,secondary,2,50,Piliuonos g.,False,,True,116.71161677694924,"LINESTRING (24.0300516 54.8499597, 24.0292543 54.8501813, 24.0285685 54.8503762, 24.0284134 54.8504203)",,,,,
894241376,894241359,0,75746054,residential,,,Medynėlių g.,False,,False,384.2140528613792,"LINESTRING (24.0300516 54.8499597, 24.0299769 54.8498669, 24.027548 54.8468194)",,,,,
894241386,3293430520,0,75746072,residential,,,Vienkiemių g.,False,,True,422.1251857865743,"LINESTRING (23.9965127 54.8492214, 23.9973248 54.8491048, 23.9974575 54.8490876, 23.9982511 54.8489719, 23.9984039 54.8489353, 23.9984652 54.8489206, 23.9985582 54.848877, 23.9988617 54.8486774, 23.9989576 54.848651, 23.9991839 54.8486274, 23.9997089 54.8485689, 24.0000455 54.8485017, 24.0001582 54.8484461, 24.0003204 54.848321, 24.0005055 54.8481072, 24.0006186 54.8480128, 24.0008448 54.8478894, 24.0011385 54.8478037, 24.0015287 54.8477338, 24.001743 54.8477231, 24.0022059 54.8477059)",,,,,
894241390,1140904385,0,69632335,unclassified,,30,Dubravų g.,False,,False,73.22174610677548,"LINESTRING (24.0191525 54.8436128, 24.0190037 54.8429599)",,,,,
894241390,894241447,0,69632335,unclassified,,30,Dubravų g.,False,,True,57.61885854749735,"LINESTRING (24.0191525 54.8436128, 24.0192679 54.8441267)",,,,,
894241390,894241157,0,75746054,residential,,,Medynėlių g.,False,,True,374.75858790711675,"LINESTRING (24.0191525 54.8436128, 24.0201656 54.8435274, 24.0204824 54.8434947, 24.0211804 54.8434174, 24.0219447 54.8432964, 24.0248411 54.8428379)",,,,,
894241392,894241654,0,75746019,residential,,,Šilupio g.,False,,False,154.4944051895651,"LINESTRING (24.0339003 54.8478222, 24.035517 54.8467907)",,,,,
894241392,894241808,0,202540488,tertiary,,,Užvingių g.,False,,True,116.3494715908219,"LINESTRING (24.0339003 54.8478222, 24.033396 54.847598, 24.0328167 54.8474436, 24.032321 54.8473176)",,,,,
894241426,894241113,0,75746034,residential,,,Raguolių g.,False,,False,103.01419570588645,"LINESTRING (24.0306369 54.8467565, 24.0291648 54.8471305)",,,,,
894241426,894241351,0,202540488,tertiary,,,Užvingių g.,False,,True,113.58295612774643,"LINESTRING (24.0306369 54.8467565, 24.029587 54.8459331)",,,,,
894241426,894241808,0,202540488,tertiary,,,Užvingių g.,False,,False,127.09535218565719,"LINESTRING (24.0306369 54.8467565, 24.03091 54.8469321, 24.0311184 54.8470337, 24.0314607 54.8471395, 24.032321 54.8473176)",,,,,
894241438,3293451519,0,75746016,residential,,,Lavyso g.,False,,False,237.41602881153983,"LINESTRING (23.9934561 54.84536, 23.9927736 54.8456928, 23.9925319 54.8458173, 23.9913682 54.8464065, 23.9907835 54.8467204, 23.9906568 54.8467554)",,,,,
894241438,2222761148,0,75746016,residential,,,Lavyso g.,False,,True,91.13990114459918,"LINESTRING (23.9934561 54.84536, 23.993868 54.8451609, 23.9945269 54.8448201)",,,,,
894241438,2241175826,0,214612088,residential,,,Rūdupio aklg.,False,,True,153.4755671230235,"LINESTRING (23.9934561 54.84536, 23.9934888 54.845393, 23.9938589 54.8462543, 23.9940573 54.8466947)",,,,,
894241444,894241079,0,992706111,residential,2,,Kruonio g.,False,,True,144.22501259384245,"LINESTRING (23.9767079 54.8916378, 23.9786138 54.8909444)",,,,,
894241444,1901180028,0,"[210811266, 161499996]",residential,,,"['Pažaislio g.', 'Taurakiemio g.']",False,,False,340.12009439761573,"LINESTRING (23.9767079 54.8916378, 23.9769224 54.8918478, 23.9770799 54.892014, 23.9771606 54.8921188, 23.9772015 54.8921945, 23.9770445 54.8922954, 23.976813 54.892414, 23.9765262 54.8925231, 23.976176 54.8926378, 23.9755385 54.8927934, 23.9748859 54.8929346, 23.9744358 54.8930208, 23.9734167 54.8930638, 23.9733883 54.8930398)",,,,,
894241444,894241077,0,"[210811266, 1217431438]",residential,,50,"['Pažaislio g.', 'Pamiškės g.']",False,,True,483.4031961992415,"LINESTRING (23.9767079 54.8916378, 23.9762461 54.8911579, 23.9761907 54.8910741, 23.9760529 54.8908387, 23.975928 54.8906394, 23.9755664 54.8901582, 23.9751986 54.8896834, 23.9749134 54.8893223, 23.9746959 54.8890245, 23.9746107 54.8889021, 23.9746065 54.8888568, 23.974667 54.888803, 23.9747664 54.8887449, 23.9761668 54.888016, 23.9762838 54.8879802)",,,,,
894241447,894241390,0,69632335,unclassified,,30,Dubravų g.,False,,False,57.61885854749735,"LINESTRING (24.0192679 54.8441267, 24.0191525 54.8436128)",,,,,
894241447,3293451494,0,75746073,tertiary,,,Sūrės g.,False,,True,68.86161418042198,"LINESTRING (24.0192679 54.8441267, 24.0181966 54.8441815)",,,,,
894241447,833194597,0,69632335,unclassified,,30,Dubravų g.,False,,True,229.10659310791047,"LINESTRING (24.0192679 54.8441267, 24.0193055 54.8443696, 24.0194621 54.8461839)",,,,,
894241447,894241612,0,202540488,tertiary,,,Užvingių g.,False,,False,400.2909120283925,"LINESTRING (24.0192679 54.8441267, 24.0195605 54.8440997, 24.0200535 54.8440655, 24.0206216 54.844032, 24.0208857 54.8440359, 24.0212722 54.8440956, 24.0216671 54.844175, 24.0221754 54.8443146, 24.0223794 54.8443421, 24.0227365 54.844311, 24.0253641 54.8440332)",,,,,
894241474,3293430505,0,75746052,residential,,,Armališkių g.,False,,False,59.08037654291679,"LINESTRING (23.9920609 54.8538149, 23.9912364 54.8540537)",,,,,
894241474,3293430507,0,75746052,residential,,,Armališkių g.,False,,True,217.83643967207607,"LINESTRING (23.9920609 54.8538149, 23.9922993 54.8537521, 23.9938658 54.8533241, 23.9941661 54.8532531, 23.9946677 54.8531172, 23.9951518 54.852996)",,,,,
894241474,1770660282,0,165525671,residential,,,Adomiškių g.,False,,True,240.20589742535552,"LINESTRING (23.9920609 54.8538149, 23.991636 54.8530343, 23.9913177 54.8526358, 23.9909455 54.8520322, 23.9913414 54.8519008)",,,,,
894241479,894241594,0,209739057,residential,,,Dienos g.,False,,True,60.099197292678035,"LINESTRING (23.9976221 54.8637881, 23.997813 54.8643173)",,,,,
894241479,7325518786,0,75746050,residential,,,Pašvaistės g.,False,,False,318.04612948377905,"LINESTRING (23.9976221 54.8637881, 23.9965963 54.8640505, 23.9956462 54.864275, 23.9967611 54.8657659)",,,,,
894241479,894241835,0,209739057,residential,,,Dienos g.,False,,False,53.4973321294,"LINESTRING (23.9976221 54.8637881, 23.9976302 54.8634612, 23.9976208 54.8634088, 23.9976047 54.8633694, 23.9975712 54.8633115)",,,,,
894241488,2208512512,0,75746029,residential,2,,Pakuonio g.,False,,False,26.327625071116028,"LINESTRING (23.9771606 54.8891165, 23.9773334 54.8893314)",,,,,
894241488,894241077,0,75746029,residential,2,,Pakuonio g.,False,,True,138.2359673133306,"LINESTRING (23.9771606 54.8891165, 23.976607 54.888401, 23.9763835 54.88811, 23.9762838 54.8879802)",,,,,
894241488,894241328,0,75746056,residential,,,Kelmynų g.,False,,False,133.80781088384776,"LINESTRING (23.9771606 54.8891165, 23.9761852 54.8893667, 23.9757735 54.8888273)",,,,,
894241492,1131052500,0,26624364,secondary,,50,Garšvės g.,False,,False,102.48620039789394,"LINESTRING (24.0126784 54.8492976, 24.0115523 54.8486425)",,,,,
894241492,292021111,0,26624364,secondary,,50,Garšvės g.,False,,True,17.51000919416041,"LINESTRING (24.0126784 54.8492976, 24.0128394 54.8494249)",,,,,
894241492,894241662,0,75746071,residential,,,Dvareliškių g.,False,,False,145.48506270582016,"LINESTRING (24.0126784 54.8492976, 24.0127499 54.8492693, 24.0128893 54.849214, 24.0147019 54.8487053)",,,,,
894241507,1140904378,0,75746040,residential,2,,Alksnių g.,False,,False,290.31925044070096,"LINESTRING (24.0052034 54.8623089, 24.0051243 54.8622765, 24.005072 54.8622433, 24.0043357 54.8610924, 24.0035755 54.8598855)",,,,,
894241507,1140904265,0,209739060,secondary,2,50,Didžioji g.,False,,False,342.0145175050421,"LINESTRING (24.0052034 54.8623089, 24.0053207 54.8622123, 24.0058225 54.8617976, 24.0061614 54.8615158, 24.0063903 54.8613255, 24.0064635 54.8612638, 24.0065439 54.8611911, 24.0068832 54.8608858, 24.0069505 54.8608275, 24.0077745 54.8600886, 24.0079771 54.8599102, 24.0081614 54.8597478)",,,,,
894241507,10988977909,0,209739060,secondary,2,50,Didžioji g.,False,,True,344.3102257332034,"LINESTRING (24.0052034 54.8623089, 24.0048976 54.8625605, 24.0045999 54.8627805, 24.0043652 54.8629356, 24.0038636 54.8632351, 24.0033549 54.8635146, 24.0029168 54.8637654, 24.0025062 54.8640249, 24.0021296 54.8642748, 24.0020035 54.8643504, 24.0018767 54.8644194, 24.001711 54.8644707, 24.0015811 54.8644893, 24.0014836 54.8644921)",,,,,
894241538,894241172,0,97695561,residential,,,Lapainios g.,False,,True,143.08965495530728,"LINESTRING (24.0365496 54.843383, 24.0347044 54.844109)",,,,,
894241538,9833906975,0,97695528,residential,,,J. Aisčio g.,False,,False,140.74985903607077,"LINESTRING (24.0365496 54.843383, 24.035402 54.8425696, 24.0351961 54.8423869)",,,,,
894241538,12132086028,0,97695528,residential,,,J. Aisčio g.,False,,True,70.38244849931772,"LINESTRING (24.0365496 54.843383, 24.0366606 54.8434522, 24.0372954 54.843848)",,,,,
894241539,944576857,0,69633498,residential,,,Vaišvydo g.,False,,False,122.79358615449043,"LINESTRING (24.0191007 54.8494468, 24.0208167 54.8489534)",,,,,
894241539,894241758,0,69633498,residential,,,Vaišvydo g.,False,,True,15.602659842184105,"LINESTRING (24.0191007 54.8494468, 24.0188803 54.8495067)",,,,,
894241539,894241710,0,75746007,residential,,,Mergasalio g.,False,,False,236.81690086949746,"LINESTRING (24.0191007 54.8494468, 24.0206408 54.8513832)",,,,,
894241552,3293451494,0,75746073,tertiary,,,Sūrės g.,False,,False,8.070581601308561,"LINESTRING (24.0180718 54.8441917, 24.0181966 54.8441815)",,,,,
894241552,9835711843,0,75746073,tertiary,,,Sūrės g.,False,,True,143.87597671465537,"LINESTRING (24.0180718 54.8441917, 24.0162845 54.8443531, 24.0161322 54.8443943, 24.0160331 54.8444655, 24.0159686 54.8445177)",,,,,
894241552,894241736,0,75746074,residential,,,Užgojo g.,False,,False,187.34228417460164,"LINESTRING (24.0180718 54.8441917, 24.0181942 54.8453877, 24.017352 54.8454296)",,,,,
894241556,195135983,0,75746027,residential,,,Didžioji g.,False,,True,46.894171092434064,"LINESTRING (23.9932412 54.8700181, 23.9934704 54.8699277, 23.993513 54.8699109, 23.9935817 54.8698838, 23.9938362 54.8697721)",,,,,
894241565,894241669,0,75746027,residential,,,Didžioji g.,False,,False,153.87217414347614,"LINESTRING (23.9979077 54.8674286, 23.9965313 54.8685633)",,,,,
894241565,1140904115,0,75746027,residential,,,Didžioji g.,False,,True,66.72834584219738,"LINESTRING (23.9979077 54.8674286, 23.9984833 54.8669282)",,,,,
894241565,2199311502,0,"[868029168, 868029167]",living_street,,20,"['Apso g.', 'Lauko g.']",False,,False,191.3573685397409,"LINESTRING (23.9979077 54.8674286, 23.9968845 54.8670116, 23.9962069 54.8667584, 23.9958064 54.8670246, 23.9956761 54.8670828, 23.9955286 54.8671037)",,,,,
894241589,3293430515,0,75746052,residential,,,Armališkių g.,False,,False,9.20496942508021,"LINESTRING (24.0033929 54.8507771, 24.0032561 54.8508026)",,,,,
894241589,894241235,0,75746052,residential,,,Armališkių g.,False,,True,116.35626313646101,"LINESTRING (24.0033929 54.8507771, 24.0043631 54.8507044, 24.0051953 54.850642)",,,,,
894241589,1770660481,0,165525680,residential,,,Šienpjovių g.,False,,True,213.28750076589094,"LINESTRING (24.0033929 54.8507771, 24.002867 54.8502049, 24.0027921 54.8501255, 24.0027183 54.8500861, 24.0026486 54.8500676, 24.0025585 54.8500644, 24.0021685 54.8501324, 24.0017313 54.8495642, 24.0014516 54.8496195)",,,,,
894241594,894241479,0,209739057,residential,,,Dienos g.,False,,False,60.099197292678035,"LINESTRING (23.997813 54.8643173, 23.9976221 54.8637881)",,,,,
894241594,894241823,0,75746043,residential,,,,False,,True,62.94171546241205,"LINESTRING (23.997813 54.8643173, 23.9985582 54.8642331, 23.9986762 54.8642068, 23.998754 54.8641729)",,,,,
894241594,2199311504,0,209739057,residential,,,Dienos g.,False,,True,98.35137183343181,"LINESTRING (23.997813 54.8643173, 23.9980285 54.864861, 23.9982135 54.86517)",,,,,
894241612,894241157,0,75746054,residential,,,Medynėlių g.,False,,False,137.09696261897898,"LINESTRING (24.0253641 54.8440332, 24.0252056 54.8437191, 24.0248411 54.8428379)",,,,,
894241612,894241359,0,75746054,residential,,,Medynėlių g.,False,,True,339.9904326580116,"LINESTRING (24.0253641 54.8440332, 24.0259596 54.8448701, 24.027548 54.8468194)",,,,,
894241612,894241351,0,202540488,tertiary,,,Užvingių g.,False,,False,429.09600958382197,"LINESTRING (24.0253641 54.8440332, 24.0261757 54.8439275, 24.0270662 54.8438452, 24.027705 54.8437587, 24.0278133 54.8437801, 24.027906 54.8438524, 24.0280716 54.8443833, 24.0281758 54.8445564, 24.0284266 54.844871, 24.0286786 54.8451319, 24.0291531 54.8456158, 24.029587 54.8459331)",,,,,
894241612,894241447,0,202540488,tertiary,,,Užvingių g.,False,,True,400.2909120283926,"LINESTRING (24.0253641 54.8440332, 24.0227365 54.844311, 24.0223794 54.8443421, 24.0221754 54.8443146, 24.0216671 54.844175, 24.0212722 54.8440956, 24.0208857 54.8440359, 24.0206216 54.844032, 24.0200535 54.8440655, 24.0195605 54.8440997, 24.0192679 54.8441267)",,,,,
894241628,894241123,0,75746032,residential,,50,Šernų g.,False,,True,191.93112804029482,"LINESTRING (23.9814209 54.8824789, 23.9818011 54.8823426, 23.9825535 54.8820735, 23.9826249 54.8820474, 23.9832203 54.8818305, 23.9832605 54.8818162, 23.9839558 54.8815555)",,,,,
894241628,894241313,0,75746066,tertiary,,50,Vilkų g.,False,,False,159.28820502132493,"LINESTRING (23.9814209 54.8824789, 23.9815279 54.8826453, 23.9817162 54.8829037, 23.981935 54.883219, 23.9820969 54.8834529, 23.9821174 54.8835061, 23.9821269 54.8835642, 23.9821237 54.8836583, 23.982112 54.8837373, 23.9820762 54.8838325)",,,,,
894241628,3509176005,0,"[75746066, 75746062]",tertiary,,50,"['Stirnų g.', 'Vilkų g.']",False,,True,264.63853126937096,"LINESTRING (23.9814209 54.8824789, 23.981099 54.8820042, 23.9808801 54.8817166, 23.9807486 54.8815437, 23.9807314 54.8814804, 23.9807347 54.8814416, 23.980751 54.8814045, 23.9808227 54.8813389, 23.9809239 54.8812827, 23.9813164 54.8811067, 23.9820106 54.8808042, 23.9821243 54.8807402, 23.9821992 54.880667, 23.9822273 54.880606, 23.9822272 54.8805647)",,,,,
894241630,9176380940,0,26624364,secondary,,50,Garšvės g.,False,,False,21.101692762435285,"LINESTRING (24.0100159 54.8477478, 24.0097862 54.8476117)",,,,,
894241630,1131052500,0,26624364,secondary,,50,Garšvės g.,False,,True,139.9009018556971,"LINESTRING (24.0100159 54.8477478, 24.0115523 54.8486425)",,,,,
894241630,894241352,0,75746073,tertiary,,,Sūrės g.,False,,False,270.6976814705088,"LINESTRING (24.0100159 54.8477478, 24.0115096 54.8468801, 24.0129263 54.8460594, 24.0129954 54.8460205)",,,,,
894241637,894241731,0,75746014,residential,,,Sodybų g.,False,,False,194.18155652990424,"LINESTRING (23.9921158 54.8649363, 23.9923116 54.8655298, 23.9927406 54.866386, 23.9928059 54.8666343)",,,,,
894241637,894241835,0,"[770898982, 770898983]",secondary,2,"['30', '50']",Vaišvydavos pl.,False,,False,414.20022178243585,"LINESTRING (23.9921158 54.8649363, 23.9922777 54.8649209, 23.9924446 54.8648972, 23.9925694 54.8648651, 23.9926749 54.8648272, 23.9927647 54.8647842, 23.9928599 54.8647224, 23.9929556 54.86464, 23.9930771 54.8645179, 23.9933266 54.8642362, 23.9934164 54.864149, 23.9935023 54.8640872, 23.993623 54.8640216, 23.9937879 54.8639552, 23.9939348 54.8639145, 23.9940977 54.8638842, 23.9942425 54.8638672, 23.9950177 54.8638186, 23.9953331 54.8637802, 23.9956145 54.8637337, 23.9960267 54.8636444, 23.9968966 54.8634389, 23.9972734 54.8633617, 23.9975712 54.8633115)",,,,,
894241637,1202018229,0,"[39969611, 770898983]",secondary,2,"['30', '50']",Vaišvydavos pl.,False,,True,1016.2977556814982,"LINESTRING (23.9921158 54.8649363, 23.9919075 54.8649477, 23.9917467 54.8649633, 23.9915147 54.8649956, 23.9913096 54.8650412, 23.9911514 54.8650857, 23.9908343 54.8651975, 23.9905082 54.8653265, 23.9899838 54.8655452, 23.9895539 54.8657494, 23.9892979 54.8658909, 23.9891383 54.8659928, 23.9888687 54.8661927, 23.9886877 54.8663193, 23.9885281 54.8664235, 23.9883551 54.8665122, 23.988094 54.8666268, 23.9877217 54.8667469, 23.9874351 54.8668202, 23.9871548 54.8668773, 23.9869644 54.8669089, 23.9867431 54.8669375, 23.9865808 54.8669514, 23.9863703 54.8669606, 23.986043 54.8669653, 23.9855763 54.866956, 23.9850104 54.8669529, 23.9846657 54.8669606, 23.9844055 54.8669807, 23.9841856 54.8670038, 23.983963 54.8670494, 23.9837283 54.8671304, 23.983444 54.86725, 23.9828486 54.8675396, 23.982654 54.8676563, 23.9824931 54.8677864, 23.9824006 54.8678929, 23.9823376 54.8680203, 23.9822799 54.8682302, 23.9821934 54.8684599, 23.9820965 54.8686673, 23.9817756 54.8692697, 23.9815867 54.8696452, 23.9815236 54.869797, 23.9814983 54.869902, 23.9814881 54.8700116, 23.9814846 54.870212, 23.9814924 54.8702829, 23.9814943 54.8703252)",,,,,
894241644,1768910990,0,26624364,secondary,,50,Garšvės g.,False,,False,203.7193825733682,"LINESTRING (24.0057626 54.8455475, 24.0057153 54.8455272, 24.0047286 54.8451042, 24.0037402 54.8446648, 24.0032279 54.8444401)",,,,,
894241644,894241717,0,26624364,secondary,,50,Garšvės g.,False,,True,169.69644551795244,"LINESTRING (24.0057626 54.8455475, 24.0065914 54.8458973, 24.0076174 54.8463158, 24.0078977 54.8464509)",,,,,
894241644,9176381175,0,75746049,residential,,,Užkurių g.,False,,False,169.80170128469425,"LINESTRING (24.0057626 54.8455475, 24.0064871 54.8450343, 24.0065634 54.8449772, 24.0071244 54.8445573, 24.0075119 54.8444164)",,,,,
894241654,894241392,0,75746019,residential,,,Šilupio g.,False,,True,154.4944051895651,"LINESTRING (24.035517 54.8467907, 24.0339003 54.8478222)",,,,,
894241654,1131052452,0,75746019,residential,,,Šilupio g.,False,,False,306.33923678270685,"LINESTRING (24.035517 54.8467907, 24.0361426 54.8464321, 24.0365064 54.8461761, 24.037939 54.8453083, 24.0388713 54.8448305)",,,,,
894241654,894241773,0,202540485,residential,,,F. Kiršos g.,False,,True,283.1838968090396,"LINESTRING (24.035517 54.8467907, 24.0353821 54.8466728, 24.0343006 54.8459566, 24.0339633 54.8457251, 24.0334531 54.8453748, 24.0328972 54.8449691, 24.0327191 54.8448207)",,,,,
894241662,894241492,0,75746071,residential,,,Dvareliškių g.,False,,True,145.48506270582016,"LINESTRING (24.0147019 54.8487053, 24.0128893 54.849214, 24.0127499 54.8492693, 24.0126784 54.8492976)",,,,,
894241662,894241134,0,97695550,residential,,,Dvareliškių g.,False,,False,180.57362581880105,"LINESTRING (24.0147019 54.8487053, 24.0148588 54.8482782, 24.0149249 54.8481008, 24.0151092 54.8477226, 24.0151747 54.847615, 24.0152002 54.8475964, 24.0152969 54.8475257, 24.0154065 54.8474739, 24.0155216 54.8474407, 24.0156817 54.8473856, 24.0158186 54.8472921)",,,,,
894241662,1131052428,0,202540486,residential,,,Mozūrų g.,False,,False,124.39367720692327,"LINESTRING (24.0147019 54.8487053, 24.0147885 54.8486922, 24.0149098 54.8486922, 24.0150917 54.8487127, 24.0152266 54.8487423, 24.0157634 54.8488812, 24.0164911 54.8490912)",,,,,
894241669,894241565,0,75746027,residential,,,Didžioji g.,False,,True,153.87217414347614,"LINESTRING (23.9965313 54.8685633, 23.9979077 54.8674286)",,,,,
894241669,894241675,0,75746037,residential,,,Lauko g.,False,,False,116.04168604947199,"LINESTRING (23.9965313 54.8685633, 23.9955781 54.8676755)",,,,,
894241669,195135983,0,75746027,residential,,,Didžioji g.,False,,False,218.6927582662111,"LINESTRING (23.9965313 54.8685633, 23.9964602 54.8686039, 23.9938362 54.8697721)",,,,,
894241675,894241669,0,75746037,residential,,,Lauko g.,False,,True,116.04168604947199,"LINESTRING (23.9955781 54.8676755, 23.9965313 54.8685633)",,,,,
894241710,894241539,0,75746007,residential,,,Mergasalio g.,False,,True,236.81690086949746,"LINESTRING (24.0206408 54.8513832, 24.0191007 54.8494468)",,,,,
894241711,894241808,0,75746057,residential,,,Tursono g.,False,,True,160.661169828754,"LINESTRING (24.0305202 54.8483239, 24.032321 54.8473176)",,,,,
894241713,894241376,0,37041986,secondary,2,50,Piliuonos g.,False,,False,116.71161677694923,"LINESTRING (24.0284134 54.8504203, 24.0285685 54.8503762, 24.0292543 54.8501813, 24.0300516 54.8499597)",,,,,
894241713,833201791,0,37041986,secondary,2,50,Piliuonos g.,False,,True,166.86641474429658,"LINESTRING (24.0284134 54.8504203, 24.0280532 54.850521, 24.0268159 54.8508603, 24.0260614 54.8510672)",,,,,
894241713,1131052443,0,69633501,residential,,,Dabintos g.,False,,False,214.16527764821464,"LINESTRING (24.0284134 54.8504203, 24.0283355 54.8503294, 24.0281516 54.8500854, 24.0277975 54.8496156, 24.027074 54.8486555)",,,,,
894241717,894241644,0,26624364,secondary,,50,Garšvės g.,False,,False,169.69644551795244,"LINESTRING (24.0078977 54.8464509, 24.0076174 54.8463158, 24.0065914 54.8458973, 24.0057626 54.8455475)",,,,,
894241717,9176380940,0,26624364,secondary,,50,Garšvės g.,False,,True,176.88257963860744,"LINESTRING (24.0078977 54.8464509, 24.0089008 54.8470871, 24.0091173 54.8472154, 24.0097862 54.8476117)",,,,,
894241717,3293430522,0,75746072,residential,,,Vienkiemių g.,False,,False,319.346758342532,"LINESTRING (24.0078977 54.8464509, 24.0075854 54.8465774, 24.0070504 54.8467893, 24.0066904 54.8469349, 24.0060023 54.8472132, 24.0058367 54.8472768, 24.0055733 54.8473667, 24.005248 54.84743, 24.0048735 54.8474687, 24.0044965 54.8475124, 24.0043056 54.8475298, 24.0034454 54.8476012)",,,,,
894241725,1140904378,0,75746040,residential,2,,Alksnių g.,False,,True,132.979560017443,"LINESTRING (24.0028531 54.8587642, 24.0035755 54.8598855)",,,,,
894241725,2237087024,0,75746051,residential,,,Kadagių kel.,False,,False,79.16144777520117,"LINESTRING (24.0028531 54.8587642, 24.0016796 54.8589891)",,,,,
894241725,2237092644,0,75746040,residential,2,,Alksnių g.,False,,False,265.6387696979079,"LINESTRING (24.0028531 54.8587642, 24.0024394 54.8580673, 24.0019098 54.8573345, 24.0016788 54.8570055, 24.0013883 54.8565301)",,,,,
894241731,195135983,0,75746011,residential,,,Laumėnų g.,False,,True,429.3989921847651,"LINESTRING (23.9928059 54.8666343, 23.991753 54.8668262, 23.9917212 54.8669376, 23.991917 54.8672144, 23.992472 54.8677874, 23.9930195 54.8683081, 23.9931469 54.868454, 23.9931858 54.8685481, 23.9931992 54.8686253, 23.9932159 54.8687914, 23.9932971 54.8689803, 23.9935921 54.8694295, 23.9937812 54.8697173, 23.9938362 54.8697721)",,,,,
894241731,8764865845,0,75746014,residential,,,Sodybų g.,False,,False,109.10323816151022,"LINESTRING (23.9928059 54.8666343, 23.9928915 54.8668444, 23.9930205 54.8670643, 23.993191 54.8673987, 23.9932622 54.8675789)",,,,,
894241731,894241637,0,75746014,residential,,,Sodybų g.,False,,True,194.18155652990424,"LINESTRING (23.9928059 54.8666343, 23.9927406 54.866386, 23.9923116 54.8655298, 23.9921158 54.8649363)",,,,,
